year,date,siteID,blockID,plotID,treatment,starttime,stoptime,time,PAR,soiltemp,vegHeight,nee,gpp,rsqd,chamber,removal,weather,flag,comment,turfID,soilmoisture,recorder,tempK,starttime_Reco,stoptime_Reco,time_Reco,PAR_Reco,soiltemp_Reco,vegHeight_Reco,Reco,rsqd_Reco,chamber_Reco,removal_Reco,weather_Reco,flag_Reco,comment_Reco,turfID_Reco,soilmoisture_Reco,recorder_Reco,tempK_Reco,delta
2015,2015-07-09,Alrust,Alr1,Alr1B,B,2015-07-09T14:28:30Z,2015-07-09T14:30:00Z,90,307.1021052631579,NA,0.04,-1.4819063515796689,-5.939734799334688,0.9747166398365873,1,pre,NA,NA,NA,NA,7.15,Tabea,288.1178333333333,2015-07-09T14:31:00Z,2015-07-09T14:32:15Z,75,12.3528125,NA,0.04,4.457828447755019,0.9346755260536975,1,pre,NA,NA,NA,NA,7.15,Tabea,288.24699999999996,150
2017,2017-07-03,Alrust,Alr1,Alr1B,B,2017-07-03T08:07:45Z,2017-07-03T08:09:45Z,120,365,11.4,NA,-2.1639935330746667,-8.61320050048995,0.9879827344637298,1,post,Overcast,NA,NA,NA,17.85,NA,288.24699999999996,2017-07-03T08:10:10Z,2017-07-03T08:12:10Z,120,1,11.5,NA,6.449206967415284,0.9784498512146284,1,post,Overcast,NA,NA,NA,17.85,NA,287.99699999999996,145
2017,2017-07-03,Alrust,Alr1,Alr1B,B,2017-07-03T13:31:30Z,2017-07-03T13:33:30Z,120,480,12,NA,-1.2955264110350662,-6.5736107385869165,0.8453839147327017,1,post,Cloudy,NA,NA,NA,17.85,NA,294.5045,2017-07-03T13:34:00Z,2017-07-03T13:36:00Z,120,2,11.8,NA,5.27808432755185,0.9518092679339347,1,post,Cloudy,NA,NA,NA,17.85,NA,293.75399999999996,150
2017,2017-07-03,Alrust,Alr1,Alr1B,B,2017-07-03T16:12:30Z,2017-07-03T16:13:30Z,60,300,14.7,NA,1.2513347068904068,-5.738821910987169,0.9019929097090789,1,post,Cloudy,NA,NA,NA,17.85,NA,298.65549999999996,2017-07-03T16:15:15Z,2017-07-03T16:17:15Z,120,1,14.2,NA,6.990156617877576,0.9389792167790314,1,post,Cloudy,NA,NA,NA,17.85,NA,296.755,165
2017,2017-07-04,Alrust,Alr1,Alr1B,B,2017-07-04T07:31:05Z,2017-07-04T07:32:30Z,85,195,10.9,NA,-0.4179686288658486,-3.356155559446865,0.8655531525887614,1,post,cloudy,NA,NA,NA,NA,NA,284.239,2017-07-04T07:34:35Z,2017-07-04T07:36:35Z,120,4,10.9,NA,2.938186930581016,0.9526253748887991,1,post,cloudy,NA,NA,NA,NA,NA,284.239,210
2017,2017-07-03,Alrust,Alr1,Alr1B,B,2017-07-03T07:28:44Z,2017-07-03T07:30:14Z,90,412.76373626373623,11.4,NA,-1.9894941805718183,-8.165847721767802,0.8746979637373704,2,post,Overcast/Windy,NA,NA,NA,17.85,NA,285.9475,2017-07-03T07:31:10Z,2017-07-03T07:33:10Z,120,1.1446280991735538,11.5,NA,6.176353541195985,0.8506302007334344,2,post,Overcast/Windy,NA,NA,NA,17.85,NA,285.9475,146
2017,2017-07-03,Alrust,Alr1,Alr1B,B,2017-07-03T09:15:08Z,2017-07-03T09:17:08Z,120,300.8570247933884,12,NA,1.4053366871038255,-5.463189232934713,0.8548809988800901,2,post,Overcast,NA,NA,NA,17.85,NA,286.198,2017-07-03T09:18:42Z,2017-07-03T09:20:22Z,100,1.9465346534653465,11.8,NA,6.868525920038539,0.9473077120714325,2,post,Overcast,NA,NA,NA,17.85,NA,285.9475,214
2017,2017-07-04,Alrust,Alr1,Alr1B,B,2017-07-04T07:56:10Z,2017-07-04T07:58:10Z,103,267.9365384615385,10.9,NA,3.8799071488224786,-1.8753689532257636,0.9518530396314486,2,post,Sunny,NA,NA,NA,NA,NA,284.19399999999996,2017-07-04T07:58:38Z,2017-07-04T08:00:38Z,120,1.4082644628099175,10.9,NA,5.755276102048242,0.8996541817836164,2,post,Sunny,NA,NA,NA,NA,NA,284.19399999999996,148
2017,2017-07-04,Alrust,Alr1,Alr1B,B,2017-07-04T15:06:36Z,2017-07-04T15:08:36Z,120,1089.0380165289257,16.8,NA,4.37719752381254,-8.328705861224051,0.893969863332712,2,post,Sunny,NA,NA,NA,NA,NA,300.7075,2017-07-04T15:09:36Z,2017-07-04T15:11:36Z,120,6.364462809917355,16.8,NA,12.705903385036592,0.8639697861475539,2,post,Sunny,NA,NA,NA,NA,NA,300.9325,180
2017,2017-07-04,Alrust,Alr1,Alr1B,B,2017-07-04T16:21:24Z,2017-07-04T16:23:24Z,116,581.5555555555555,16.2,NA,2.5819516997810337,-6.008827920474877,0.8815640969219751,2,post,Sunny,NA,NA,NA,NA,NA,297.46099999999996,2017-07-04T16:23:51Z,2017-07-04T16:25:51Z,120,4.005785123966942,16.2,NA,8.59077962025591,0.9414082003074805,2,post,Sunny,NA,NA,NA,NA,NA,297.71099999999996,147
2015,2015-07-09,Alrust,Alr1,Alr1C,C,2015-07-09T08:00:30Z,2015-07-09T08:02:00Z,90,285.16052631578947,NA,0.04,-3.750867775708682,-9.691179676984659,0.9407612345460225,1,pre,NA,pre,NA,29 TTC,11.575,Tabea,287.74699999999996,2015-07-09T08:03:00Z,2015-07-09T08:04:30Z,90,9.482715789473684,NA,0.04,5.940311901275977,0.9882780494337559,1,pre,NA,pre,NA,29 TTC,11.575,Tabea,287.625925,150
2015,2015-07-09,Alrust,Alr1,Alr1C,C,2015-07-09T14:24:00Z,2015-07-09T14:25:25Z,85,321.0733333333333,NA,0.04,-1.596719572445606,-5.812420229427909,0.958022312545734,1,pre,NA,NA,NA,29 TTC,11.575,Tabea,287.99699999999996,2015-07-09T14:26:00Z,2015-07-09T14:27:30Z,90,13.291421052631579,NA,0.04,4.215700656982303,0.9726050360051791,1,pre,NA,NA,NA,29 TTC,11.575,Tabea,287.99699999999996,120
2016,2016-06-14,Alrust,Alr1,Alr1C,C,2016-06-14T11:03:35Z,2016-06-14T11:04:45Z,70,439.75042253521127,13.4,16,-3.4946409390891753,-12.297545733974044,0.951053057074451,1,post,NA,NA,NA,29 TTC,11.8,Maja,290.45099999999996,2016-06-14T11:05:30Z,2016-06-14T11:07:20Z,110,2.187837837837838,13.4,16,8.802904794884869,0.9835455888489404,1,post,NA,NA,NA,29 TTC,11.8,Maja,290.751,115
2016,2016-06-14,Alrust,Alr1,Alr1C,C,2016-06-14T11:55:00Z,2016-06-14T11:57:00Z,120,616.7212396694215,16.3,16,-3.3122890203051942,-15.42077764712607,0.9561236672368892,1,post,NA,NA,NA,29 TTC,11.8,Maja,293.75399999999996,2016-06-14T11:58:00Z,2016-06-14T12:00:00Z,120,9.641487603305785,16.3,16,12.108488626820876,0.994459192008731,1,post,NA,NA,NA,29 TTC,11.8,Maja,294.00399999999996,180
2016,2016-06-14,Alrust,Alr1,Alr1C,C,2016-06-14T12:43:45Z,2016-06-14T12:44:55Z,70,1651.627605633803,16.5,16,-8.646734640060457,-21.336982938406823,0.970352279049623,1,post,NA,NA,NA,29 TTC,11.8,Maja,297.005,2016-06-14T12:46:45Z,2016-06-14T12:48:45Z,120,1.7179338842975207,16.5,16,12.690248298346367,0.9989649969557933,1,post,NA,NA,NA,29 TTC,11.8,Maja,297.755,180
2016,2016-06-21,Alrust,Alr1,Alr1C,C,2016-06-21T08:41:55Z,2016-06-21T08:43:15Z,80,1810.4082352941177,11,16,-14.957955926024553,-21.372623816157997,0.996726902461588,1,post,NA,,NA,29 TTC,26.375,Maja,294.2115,2016-06-21T08:50:30Z,2016-06-21T08:51:55Z,85,2.0213555555555556,11,16,6.414667890133442,0.9616115977181083,1,post,NA,,NA,29 TTC,26.375,Maja,293.51099999999997,515
2016,2016-06-21,Alrust,Alr1,Alr1C,C,2016-06-21T08:44:35Z,2016-06-21T08:45:30Z,55,558.375,11,16,-1.5043621076991913,-7.9190299978326335,0.9004198993422797,1,post,NA,,NA,29 TTC,26.375,Maja,294.762,2016-06-21T08:50:30Z,2016-06-21T08:51:55Z,85,2.0213555555555556,11,16,6.414667890133442,0.9616115977181083,1,post,NA,,NA,29 TTC,26.375,Maja,293.51099999999997,355
2016,2016-06-21,Alrust,Alr1,Alr1C,C,2016-06-21T08:47:30Z,2016-06-21T08:49:10Z,100,929.3780952380953,11,16,-6.95327048009491,-13.367938370228352,0.9982152021740682,1,post,NA,,NA,29 TTC,26.375,Maja,294.512,2016-06-21T08:50:30Z,2016-06-21T08:51:55Z,85,2.0213555555555556,11,16,6.414667890133442,0.9616115977181083,1,post,NA,,NA,29 TTC,26.375,Maja,293.51099999999997,180
2016,2016-06-21,Alrust,Alr1,Alr1C,C,2016-06-21T09:30:05Z,2016-06-21T09:31:45Z,100,1569.9390476190476,11.6,16,-12.11307279765667,-24.342111694143092,0.9968384867352982,1,post,NA,,NA,29 TTC,26.375,Maja,289.9559,2016-06-21T09:38:45Z,2016-06-21T09:40:45Z,120,4.476976,11.6,16,12.22903889648642,0.9957443168362633,1,post,NA,,NA,29 TTC,26.375,Maja,292.00899999999996,520
2016,2016-06-21,Alrust,Alr1,Alr1C,C,2016-06-21T09:36:00Z,2016-06-21T09:37:20Z,80,914.9370588235294,11.6,16,-6.746635690252102,-18.97567458673852,0.99391650238237506,1,post,NA,,NA,29 TTC,26.375,Maja,292.25899999999996,2016-06-21T09:38:45Z,2016-06-21T09:40:45Z,120,4.476976,11.6,16,12.22903889648642,0.9957443168362633,1,post,NA,,NA,29 TTC,26.375,Maja,292.00899999999996,165
2016,2016-06-21,Alrust,Alr1,Alr1C,C,2016-06-21T14:38:30Z,2016-06-21T14:40:30Z,120,588.500082644628,15.2,16,-3.5165827500120215,-12.959135701977493,0.9398591900737421,1,post,NA,,NA,29 TTC,26.375,Maja,293.2535,2016-06-21T14:43:00Z,2016-06-21T14:45:00Z,120,2.4306611570247934,15.2,16,9.442552951965471,0.9773274748816136,1,post,NA,,NA,29 TTC,26.375,Maja,293.50399999999996,270
2016,2016-06-21,Alrust,Alr1,Alr1C,C,2016-06-21T15:09:30Z,2016-06-21T15:11:10Z,100,523.1725742574257,15.2,16,-2.444551336822065,-9.721836340256665,0.9771059948748541,1,post,NA,,NA,29 TTC,26.375,Maja,291.50199999999995,2016-06-21T15:12:40Z,2016-06-21T15:14:30Z,110,2.4937837837837837,15.2,16,7.2772850034346,0.9481337541067932,1,post,NA,,NA,29 TTC,26.375,Maja,291.75199999999995,190
2016,2016-06-21,Alrust,Alr1,Alr1C,C,2016-06-21T15:53:50Z,2016-06-21T15:55:30Z,100,898.8776237623763,15.2,16,-3.414825791313887,-18.169703311286987,0.9387173942768087,1,post,NA,,NA,29 TTC,26.375,Maja,298.5055,2016-06-21T16:00:50Z,2016-06-21T16:02:45Z,115,3.1420689655172414,15.2,16,14.7548775199731,0.9961868579254337,1,post,NA,,NA,29 TTC,26.375,Maja,299.255,420
2016,2016-06-21,Alrust,Alr1,Alr1C,C,2016-06-21T15:57:20Z,2016-06-21T15:58:40Z,80,564.5814814814814,15.2,16,-0.28679154363105896,-15.041669063604159,0.10551123561620664,1,post,NA,,NA,29 TTC,26.375,Maja,299.505,2016-06-21T16:00:50Z,2016-06-21T16:02:45Z,115,3.1420689655172414,15.2,16,14.7548775199731,0.9961868579254337,1,post,NA,,NA,29 TTC,26.375,Maja,299.255,210
2017,2017-07-03,Alrust,Alr1,Alr1C,C,2017-07-03T08:02:10Z,2017-07-03T08:03:30Z,80,400,11.7,NA,-3.885164014593821,-11.924784806744068,0.9733518688451356,1,post,Overcast,NA,NA,29 TTC,NA,NA,288.24699999999996,2017-07-03T08:04:45Z,2017-07-03T08:06:45Z,120,3,11.5,NA,8.039620792150247,0.9742346599771207,1,post,Overcast,NA,NA,29 TTC,NA,NA,287.99699999999996,155
2017,2017-07-03,Alrust,Alr1,Alr1C,C,2017-07-03T13:24:30Z,2017-07-03T13:26:05Z,95,400,11.9,NA,-3.2598070471280605,-11.633300456173986,0.9882689750142699,1,post,Cloudy,NA,NA,29 TTC,NA,NA,295.755,2017-07-03T13:27:10Z,2017-07-03T13:29:10Z,120,2,11.9,NA,8.373493409045926,0.9634673102589837,1,post,Cloudy,NA,NA,29 TTC,NA,NA,294.5045,160
2017,2017-07-03,Alrust,Alr1,Alr1C,C,2017-07-03T16:18:45Z,2017-07-03T16:20:45Z,120,220,14.9,NA,1.5277464802592537,-3.628922994083483,0.8548977312071496,1,post,Cloudy,NA,NA,29 TTC,NA,NA,295.255,2017-07-03T16:21:40Z,2017-07-03T16:23:40Z,120,1,13.6,NA,5.156669474342737,0.9937447347933718,1,post,Cloudy,NA,NA,29 TTC,NA,NA,294.0045,175
2017,2017-07-04,Alrust,Alr1,Alr1C,C,2017-07-04T07:23:25Z,2017-07-04T07:25:25Z,120,235,11.1,NA,0.8932954131867802,-5.326317088054507,0.9241729781065197,1,post,cloudy,NA,NA,29 TTC,NA,NA,283.738,2017-07-04T07:25:50Z,2017-07-04T07:27:50Z,120,5,11.1,NA,6.219612501241287,0.9968166904594845,1,post,cloudy,NA,NA,29 TTC,NA,NA,284.239,145
2017,2017-07-03,Alrust,Alr1,Alr1C,C,2017-07-03T09:22:22Z,2017-07-03T09:23:32Z,70,301.0957746478873,11.9,NA,-2.13610549681199,-8.153316877328058,0.8522322724179954,2,post,Overcast,NA,NA,29 TTC,NA,NA,285.697,2017-07-03T09:24:07Z,2017-07-03T09:26:07Z,120,1.6462809917355372,11.9,NA,6.017211380516068,0.9600515143019712,2,post,Overcast,NA,NA,29 TTC,NA,NA,285.697,105
2017,2017-07-03,Alrust,Alr1,Alr1C,C,2017-07-03T12:43:02Z,2017-07-03T12:44:02Z,60,1294.3786885245902,14.9,NA,-7.014444637770391,-17.425118776066675,0.8217769409799174,2,post,Cloudy,NA,NA,29 TTC,NA,NA,300.7075,2017-07-03T12:46:05Z,2017-07-03T12:48:05Z,120,4.502479338842975,13.6,NA,10.410674138296285,0.982308693324112,2,post,Cloudy,NA,NA,29 TTC,NA,NA,300.6825,183
2017,2017-07-04,Alrust,Alr1,Alr1C,C,2017-07-04T08:02:00Z,2017-07-04T08:04:00Z,120,882.3305785123966,11.1,NA,1.2983214689644613,-6.992672739873084,0.8015939624821296,2,post,Sunny,NA,NA,29 TTC,NA,NA,285.39639999999997,2017-07-04T08:04:27Z,2017-07-04T08:06:27Z,120,2.0421487603305786,11.1,NA,8.290994208837546,0.970239003360278,2,post,Sunny,NA,NA,29 TTC,NA,NA,286.198,147
2017,2017-07-04,Alrust,Alr1,Alr1C,C,2017-07-04T15:12:55Z,2017-07-04T15:14:55Z,120,829.402479338843,16.3,NA,3.5331210576361163,-1.9951573964916967,0.948477893005533,2,post,Sunny,NA,NA,29 TTC,NA,NA,300.9525,2017-07-04T15:15:53Z,2017-07-04T15:17:53Z,120,5.182644628099173,16.3,NA,5.528278454127813,0.898272027504092,2,post,Sunny,NA,NA,29 TTC,NA,NA,301.5084,178
2017,2017-07-04,Alrust,Alr1,Alr1C,C,2017-07-04T16:26:58Z,2017-07-04T16:28:58Z,120,688.5652892561983,15.4,NA,4.540727443757389,-5.142421129166243,0.8946018880620784,2,post,Sunny,NA,NA,29 TTC,NA,NA,297.46099999999996,2017-07-04T16:29:55Z,2017-07-04T16:31:55Z,120,4.192561983471075,14.9,NA,9.683148572923631,0.9349023283987971,2,post,Sunny,NA,NA,29 TTC,NA,NA,296.95849999999996,177
2015,2015-07-09,Alrust,Alr1,Alr1F,F,2015-07-09T07:38:00Z,2015-07-09T07:39:30Z,90,299.01526315789476,NA,0.04,-3.487153385266684,-8.968625614101398,0.9804248459235188,1,pre,NA,pre,NA,NA,7.575,Tabea,286.49449999999996,2015-07-09T07:40:00Z,2015-07-09T07:41:30Z,90,11.763421052631578,NA,0.04,5.481472228834715,0.9953220017293336,1,pre,NA,pre,NA,NA,7.575,Tabea,286.745,120
2015,2015-07-09,Alrust,Alr1,Alr1F,F,2015-07-09T14:33:05Z,2015-07-09T14:34:30Z,85,280.68444444444447,NA,0.04,-2.515353863586322,-5.048631169321835,0.9380436496391087,1,pre,NA,NA,NA,NA,7.575,Tabea,288.24699999999996,2015-07-09T15:01:20Z,2015-07-09T15:02:45Z,85,9.365294444444444,NA,0.04,2.5332773057355134,0.8357406662321032,1,pre,NA,NA,NA,NA,7.575,Tabea,287.9178333333333,1695
2017,2017-07-03,Alrust,Alr1,Alr1F,F,2017-07-03T07:50:30Z,2017-07-03T07:52:30Z,120,447,11.4,NA,-2.9321128621924926,-7.80809102067689,0.9803908247736258,1,post,Overcast,NA,NA,NA,14.025,NA,287.74699999999996,2017-07-03T07:53:15Z,2017-07-03T07:55:15Z,120,2,11.4,NA,4.875978158484397,0.9850016085741625,1,post,Overcast,NA,NA,NA,14.025,NA,287.74699999999996,165
2017,2017-07-03,Alrust,Alr1,Alr1F,F,2017-07-03T13:09:05Z,2017-07-03T13:10:15Z,70,560,11.4,NA,-0.6801827701585398,-9.499432630738166,0.939847937743811,1,post,Cloudy,NA,NA,NA,14.025,NA,298.505,2017-07-03T13:11:30Z,2017-07-03T13:13:30Z,120,4,12.1,NA,8.819249860579626,0.9943575167785427,1,post,Cloudy,NA,NA,NA,14.025,NA,297.755,145
2017,2017-07-03,Alrust,Alr1,Alr1F,F,2017-07-03T15:59:40Z,2017-07-03T16:01:40Z,120,1000,16.1,NA,3.1282511636768104,-1.0105477163296577,0.8840570023427343,1,post,Cloudy,NA,NA,NA,14.025,NA,302.5035,2017-07-03T16:02:10Z,2017-07-03T16:03:50Z,100,1,16,NA,4.138798880006468,0.9503591268559685,1,post,Cloudy,NA,NA,NA,14.025,NA,302.5035,150
2017,2017-07-04,Alrust,Alr1,Alr1F,F,2017-07-04T08:20:35Z,2017-07-04T08:22:25Z,110,305,10.9,NA,3.7048602576313643,-2.090378228736169,0.9535522348710798,1,post,cloudy,NA,NA,NA,NA,NA,296.255,2017-07-04T08:23:15Z,2017-07-04T08:25:15Z,120,4,10.9,NA,5.795238486367533,0.9941226070958372,1,post,cloudy,NA,NA,NA,NA,NA,294.7545,160
2017,2017-07-04,Alrust,Alr1,Alr1F,F,2017-07-04T15:26:55Z,2017-07-04T15:28:55Z,120,980,17.8,NA,3.3329932729482588,-9.17712097964445,0.9729098518691819,1,post,sunny+clouds,,,NA,NA,NA,302.3035,2017-07-04T15:29:45Z,2017-07-04T15:31:45Z,120,1,17.8,NA,12.51011425259271,0.9917237397376051,1,post,sunny+clouds,,,NA,NA,NA,301.25399999999996,170
2017,2017-07-03,Alrust,Alr1,Alr1F,F,2017-07-03T07:21:29Z,2017-07-03T07:23:29Z,120,413.74793388429754,11.4,NA,-2.708468938379353,-7.3625793383478815,0.8850154357954966,2,post,Overcast/Windy,NA,NA,NA,14.025,NA,285.64689999999996,2017-07-03T07:24:23Z,2017-07-03T07:26:23Z,120,1.471900826446281,11.4,NA,4.654110399968529,0.9349295894794003,2,post,Overcast/Windy,NA,NA,NA,14.025,NA,285.9475,174
2017,2017-07-03,Alrust,Alr1,Alr1F,F,2017-07-03T09:09:43Z,2017-07-03T09:11:03Z,80,309.35185185185185,11.4,NA,0.30681269419704316,-1.1438565356868864,0.10320618042198353,2,post,Overcast,NA,NA,NA,14.025,NA,286.69899999999996,2017-07-03T09:12:12Z,2017-07-03T09:14:12Z,120,1.8553719008264462,12.1,NA,1.4506692298839297,0.8178397412586615,2,post,Overcast,NA,NA,NA,14.025,NA,286.44849999999997,149
2017,2017-07-03,Alrust,Alr1,Alr1F,F,2017-07-03T12:19:10Z,2017-07-03T12:21:10Z,120,1391.897520661157,16.1,NA,-0.21221687194855365,-8.891122846316465,0.061305337420583285,2,post,Sunny,NA,NA,NA,14.025,NA,299.181,2017-07-03T12:21:45Z,2017-07-03T12:23:45Z,120,6.234710743801653,16,NA,8.678905974367911,0.9922879506069572,2,post,Sunny,NA,NA,NA,14.025,NA,299.681,155
2017,2017-07-04,Alrust,Alr1,Alr1F,F,2017-07-04T07:27:10Z,2017-07-04T07:29:10Z,119,233.01166666666666,10.9,NA,-0.4354564845244715,-6.230694970892005,0.17151302169586424,2,post,Cloudy,NA,NA,NA,NA,NA,284.44449999999995,2017-07-04T08:23:15Z,2017-07-04T08:25:15Z,120,4,10.9,NA,5.795238486367533,0.9941226070958372,1,post,cloudy,NA,NA,NA,NA,NA,294.7545,3365
2015,2015-07-09,Alrust,Alr1,Alr1FB,FB,2015-07-09T07:51:30Z,2015-07-09T07:53:00Z,90,350.2915789473684,NA,0.04,-6.8786084457874255,-14.22374430474451,0.9791943287420033,1,pre,NA,pre,NA,NA,13.625,Tabea,287.617575,2015-07-09T07:53:30Z,2015-07-09T07:55:00Z,90,12.148526315789473,NA,0.04,7.345135858957086,0.964622136698238,1,pre,NA,pre,NA,NA,13.625,Tabea,287.74699999999996,120
2015,2015-07-09,Alrust,Alr1,Alr1FB,FB,2015-07-09T14:47:00Z,2015-07-09T14:48:30Z,90,291.32947368421054,NA,0.04,-5.825955767404377,-11.245623940627045,0.9796791360657647,1,pre,NA,NA,NA,NA,13.625,Tabea,288.0011666666666,2015-07-09T14:49:00Z,2015-07-09T14:50:30Z,90,11.264368421052632,NA,0.04,5.419668173222668,0.9597472801746181,1,pre,NA,NA,NA,NA,13.625,Tabea,288.24699999999996,120
2017,2017-07-03,Alrust,Alr1,Alr1FB,FB,2017-07-03T07:33:10Z,2017-07-03T07:35:10Z,120,450,11.2,NA,-2.743702720215883,-7.66933594272869,0.9732815543106509,1,post,Overcast,NA,NA,NA,12.575,NA,286.24399999999997,2017-07-03T07:35:35Z,2017-07-03T07:37:35Z,120,2,11.3,NA,4.925633222512807,0.9790528742419543,1,post,Overcast,NA,NA,NA,12.575,NA,286.24399999999997,145
2017,2017-07-03,Alrust,Alr1,Alr1FB,FB,2017-07-03T12:51:40Z,2017-07-03T12:53:25Z,105,880,11.4,NA,-2.295409632725455,-11.819053893657202,0.9859822226549387,1,post,Cloudy,NA,NA,NA,12.575,NA,298.0055,2017-07-03T12:09:33Z,2017-07-03T12:11:33Z,120,6.0041322314049586,14,NA,9.523644260931746,0.9696058983726672,2,post,Sunny,NA,NA,NA,12.575,NA,298.70599999999996,2527
2017,2017-07-04,Alrust,Alr1,Alr1FB,FB,2017-07-04T07:51:20Z,2017-07-04T07:53:20Z,120,805,10.8,NA,0.9424268966822116,-3.4290726264724665,0.8692227295290099,1,post,cloudy,NA,NA,NA,NA,NA,284.239,2017-07-04T07:53:55Z,2017-07-04T07:55:55Z,120,1,10.8,NA,4.371499523154678,0.9705154592805314,1,post,cloudy,NA,NA,NA,NA,NA,284.239,155
2017,2017-07-03,Alrust,Alr1,Alr1FB,FB,2017-07-03T08:43:40Z,2017-07-03T08:45:10Z,90,354.4307692307692,11.4,NA,-0.24230114308009115,-3.7344938116389956,0.11750925912014523,2,post,Windy,NA,NA,NA,12.575,NA,286.0978,2017-07-03T08:46:36Z,2017-07-03T08:48:36Z,119,1.6933333333333334,11.6,NA,3.4921926685589044,0.9701358673600976,2,post,Windy,NA,NA,NA,12.575,NA,286.69899999999996,176
2017,2017-07-03,Alrust,Alr1,Alr1FB,FB,2017-07-03T12:06:55Z,2017-07-03T12:08:35Z,100,1247.6881188118812,14,NA,0.20111278224457446,-9.322531478687171,0.020728099831338626,2,post,Cloudy,NA,NA,NA,12.575,NA,298.681,2017-07-03T12:09:33Z,2017-07-03T12:11:33Z,120,6.0041322314049586,14,NA,9.523644260931746,0.9696058983726672,2,post,Sunny,NA,NA,NA,12.575,NA,298.70599999999996,158
2017,2017-07-04,Alrust,Alr1,Alr1FB,FB,2017-07-04T06:41:40Z,2017-07-04T06:43:40Z,120,146.9909090909091,10.8,NA,3.9873351741262026,-4.432981614279312,0.9340469768571349,2,post,Cloudy,NA,NA,NA,NA,NA,282.2025,2017-07-04T06:46:09Z,2017-07-04T06:48:09Z,118,0.6773109243697479,10.8,NA,8.420316788405515,0.9875417682611715,2,post,Cloudy,NA,NA,NA,NA,NA,282.18899999999996,269
2015,2015-07-09,Alrust,Alr1,Alr1FGB,FGB,2015-07-09T07:33:30Z,2015-07-09T07:35:00Z,90,305.8157894736842,NA,0.04,-3.6207936261007805,-8.785401347852032,0.9708815357980329,1,pre,NA,pre,NA,NA,13.875,Tabea,286.114575,2015-07-09T07:35:30Z,2015-07-09T07:37:00Z,90,12.092421052631579,NA,0.04,5.164607721751251,0.9525881402074666,1,pre,NA,pre,NA,NA,13.875,Tabea,286.24399999999997,120
2015,2015-07-09,Alrust,Alr1,Alr1FGB,FGB,2015-07-09T14:56:30Z,2015-07-09T14:58:00Z,90,271.97473684210524,NA,0.04,-1.1750346933748699,-7.25122886576892,0.9715374093829184,1,pre,NA,NA,NA,NA,13.875,Tabea,288.49332499999997,2015-07-09T14:59:00Z,2015-07-09T15:00:30Z,90,11.091736842105263,NA,0.04,6.07619417239405,0.9679129311818543,1,pre,NA,NA,NA,NA,13.875,Tabea,288.4975,150
2017,2017-07-04,Alrust,Alr1,Alr1FGB,FGB,2017-07-04T08:14:55Z,2017-07-04T08:16:55Z,120,370,11.1,NA,3.3644721270508993,-0.7699791953481419,0.9212748587711742,1,post,cloudy,NA,NA,NA,NA,NA,296.7555,2017-07-04T08:17:35Z,2017-07-04T08:19:25Z,110,3,11.1,NA,4.134451322399041,0.9598210916086528,1,post,cloudy,NA,NA,NA,NA,NA,297.2555,160
2017,2017-07-03,Alrust,Alr1,Alr1FGB,FGB,2017-07-03T09:02:20Z,2017-07-03T09:04:20Z,120,351.1876033057851,12.1,NA,3.0468498135244104,-0.6200410610600335,0.9683891733808743,2,post,Overcast,NA,NA,NA,12.45,NA,286.92699999999996,2017-07-03T09:05:20Z,2017-07-03T09:07:20Z,120,1.5983471074380164,11.9,NA,3.666890874584444,0.9677503569975117,2,post,Overcast,NA,NA,NA,12.45,NA,286.92699999999996,180
2017,2017-07-03,Alrust,Alr1,Alr1FGB,FGB,2017-07-03T12:30:46Z,2017-07-03T12:32:46Z,120,1078.290082644628,16.3,NA,5.4374880695697385,-0.3563809059668559,0.938248860229282,2,post,Cloudy,NA,NA,NA,12.45,NA,301.459,2017-07-03T12:33:08Z,2017-07-03T12:34:58Z,106,5.121495327102804,16.3,NA,5.793868975536594,0.9502752257160413,2,post,Cloudy,NA,NA,NA,12.45,NA,301.459,142
2017,2017-07-04,Alrust,Alr1,Alr1FGB,FGB,2017-07-04T16:15:08Z,2017-07-04T16:17:08Z,120,796.8388429752066,18.3,NA,4.525216858593956,-2.5462187883542953,0.8026128615303837,2,post,Sunny,NA,NA,NA,NA,NA,297.71099999999996,2017-07-04T16:18:10Z,2017-07-04T16:20:10Z,120,4.643801652892562,18.3,NA,7.0714356469482516,0.9746556951308443,2,post,Sunny,NA,NA,NA,NA,NA,297.71099999999996,182
2015,2015-07-09,Alrust,Alr1,Alr1G,G,2015-07-09T07:47:00Z,2015-07-09T07:48:30Z,90,285.5731578947368,NA,0.04,-5.69576868045668,-10.124819797909687,0.9981515930384292,1,pre,NA,pre,NA,NA,7.725,Tabea,287.367075,2015-07-09T07:49:30Z,2015-07-09T07:51:00Z,90,12.956,NA,0.04,4.429051117453008,0.9301129948928963,1,pre,NA,pre,NA,NA,7.725,Tabea,287.500675,150
2015,2015-07-09,Alrust,Alr1,Alr1G,G,2015-07-09T14:37:30Z,2015-07-09T14:39:00Z,90,312.9973684210526,NA,0.04,-3.06546117946948,-7.487125870314449,0.9912870161126227,1,pre,NA,NA,NA,NA,7.725,Tabea,288.24699999999996,2015-07-09T14:40:00Z,2015-07-09T14:41:30Z,90,11.072668421052631,NA,0.04,4.421664690844969,0.9791197965187736,1,pre,NA,NA,NA,NA,7.725,Tabea,288.24699999999996,150
