year,siteID,blockID,plotID,treatment,removed_fg,biomass,no_treatment,comments
2022,Fauske,Fau5,Fau5C,C,G,10.35,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1G,G,B,9.56,leftover,No lichen in the plot
2022,Fauske,Fau1,Fau1G,G,F,18.51,leftover,No lichen in the plot
2022,Fauske,Fau1,Fau1G,G,G,2.94,NA,No lichen in the plot
2022,Fauske,Fau2,Fau2G,G,B,2.01,leftover,NA
2022,Fauske,Fau2,Fau2G,G,F,16.8,leftover,NA
2022,Fauske,Fau2,Fau2G,G,G,1.8,NA,NA
2022,Fauske,Fau2,Fau2G,G,L,0.82,leftover,NA
2022,Fauske,Fau4,Fau4G,G,B,0.45,leftover,No lichen in the plot
2022,Fauske,Fau4,Fau4G,G,F,13.42,leftover,No lichen in the plot
2022,Fauske,Fau4,Fau4G,G,G,0.6,NA,No lichen in the plot
2022,Fauske,Fau5,Fau5G,G,B,4.56,leftover,No lichen in the plot
2022,Fauske,Fau5,Fau5G,G,F,14.3,leftover,No lichen in the plot
2022,Fauske,Fau5,Fau5G,G,G,1.87,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1F,F,B,10.64,leftover,No lichen in the plot
2022,Fauske,Fau1,Fau1F,F,F,1.58,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1F,F,G,6.92,leftover,No lichen in the plot
2022,Fauske,Fau2,Fau2F,F,B,11.4,leftover,No lichen in the plot
2022,Fauske,Fau2,Fau2F,F,F,2.25,NA,No lichen in the plot
2022,Fauske,Fau2,Fau2F,F,G,8.98,leftover,No lichen in the plot
2022,Fauske,Fau4,Fau4F,F,B,8.26,leftover,No lichen in the plot
2022,Fauske,Fau4,Fau4F,F,F,0.97,NA,No lichen in the plot
2022,Fauske,Fau4,Fau4F,F,G,3.77,leftover,No lichen in the plot
2022,Fauske,Fau5,Fau5F,F,B,12.9,leftover,No lichen in the plot
2022,Fauske,Fau5,Fau5F,F,F,1.94,NA,No lichen in the plot
2022,Fauske,Fau5,Fau5F,F,G,9.1,leftover,No lichen in the plot
2022,Fauske,Fau1,Fau1B,B,B,0.43,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1B,B,F,14.3,leftover,No lichen in the plot
2022,Fauske,Fau1,Fau1B,B,G,6.61,leftover,No lichen in the plot
2022,Fauske,Fau2,Fau2B,B,B,0.67,NA,NA
2022,Fauske,Fau2,Fau2B,B,F,8.78,leftover,NA
2022,Fauske,Fau2,Fau2B,B,G,7.5,leftover,NA
2022,Fauske,Fau2,Fau2B,B,L,0.47,leftover,NA
2022,Fauske,Fau4,Fau4B,B,B,0.35,NA,NA
2022,Fauske,Fau4,Fau4B,B,F,7.45,leftover,NA
2022,Fauske,Fau4,Fau4B,B,G,6.52,leftover,NA
2022,Fauske,Fau4,Fau4B,B,L,0.029,leftover,NA
2022,Fauske,Fau5,Fau5B,B,B,0.65,NA,No lichen in the plot
2022,Fauske,Fau5,Fau5B,B,F,8.63,leftover,No lichen in the plot
2022,Fauske,Fau5,Fau5B,B,G,9.68,leftover,No lichen in the plot
2022,Fauske,Fau1,Fau1FGB,FGB,B,0.06,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1FGB,FGB,F,0.48,NA,No lichen in the plot
2022,Fauske,Fau1,Fau1FGB,FGB,G,0.43,NA,No lichen in the plot
2022,Fauske,Fau2,Fau2FGB,FGB,B,0.89,NA,No lichen in the plot
2022,Fauske,Fau2,Fau2FGB,FGB,F,2.11,NA,No lichen in the plot
2022,Fauske,Fau2,Fau2FGB,FGB,G,3.23,NA,No lichen in the plot
2022,Fauske,Fau4,Fau4FGB,FGB,B,0.19,NA,NA
2022,Fauske,Fau4,Fau4FGB,FGB,F,1.71,NA,NA
2022,Fauske,Fau4,Fau4FGB,FGB,G,0.68,NA,NA
2022,Fauske,Fau4,Fau4FGB,FGB,L,0.087,leftover,NA
2022,Fauske,Fau5,Fau5FGB,FGB,B,0.07,NA,No lichen in the plot
2022,Fauske,Fau5,Fau5FGB,FGB,F,1,NA,No lichen in the plot
2022,Fauske,Fau5,Fau5FGB,FGB,G,1.24,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1GF,GF,B,42.61,leftover,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1GF,GF,F,1.6,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1GF,GF,G,0.52,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2GF,GF,B,13.14,leftover,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2GF,GF,F,1.51,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2GF,GF,G,1.01,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3GF,GF,B,9.77,leftover,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3GF,GF,F,2.12,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3GF,GF,G,2.89,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4GF,GF,B,12.33,leftover,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4GF,GF,F,1.31,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4GF,GF,G,0.81,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1FB,FB,B,4.51,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1FB,FB,F,2.71,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1FB,FB,G,10.62,leftover,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2FB,FB,B,0.42,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2FB,FB,F,2.3,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2FB,FB,G,3.59,leftover,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3FB,FB,B,1.27,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3FB,FB,F,1.39,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3FB,FB,G,18.3,leftover,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4FB,FB,B,0.46,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4FB,FB,F,2.24,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4FB,FB,G,12.76,leftover,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1GB,GB,B,4.21,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1GB,GB,F,17.21,leftover,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1GB,GB,G,0.93,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2GB,GB,B,0.68,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2GB,GB,F,12.71,leftover,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2GB,GB,G,1.01,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3GB,GB,B,1.89,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3GB,GB,F,9.22,leftover,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3GB,GB,G,3.58,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4GB,GB,B,1.23,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4GB,GB,F,10.06,leftover,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4GB,GB,G,3.04,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1C,C,B,7.16,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1C,C,F,8.75,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1C,C,G,6.53,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2C,C,B,9.1,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2C,C,F,10.39,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2C,C,G,6.82,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3C,C,B,11.08,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3C,C,F,6.2,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3C,C,G,8.19,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4C,C,B,10.14,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4C,C,F,5.06,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4C,C,G,8.85,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1G,G,B,28.08,leftover,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1G,G,F,9.09,leftover,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1G,G,G,0.97,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2G,G,B,3.18,leftover,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2G,G,F,13.77,leftover,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2G,G,G,0.98,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3G,G,B,33.55,leftover,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3G,G,F,4.31,leftover,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3G,G,G,3.67,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4G,G,B,9.37,leftover,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4G,G,F,5.71,leftover,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4G,G,G,1.28,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1F,F,B,25.71,leftover,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1F,F,F,1.19,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1F,F,G,9.52,leftover,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2F,F,B,8.87,leftover,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2F,F,F,4.16,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2F,F,G,2.38,leftover,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3F,F,B,22.86,leftover,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3F,F,F,1.77,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3F,F,G,14.04,leftover,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4F,F,B,8.55,leftover,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4F,F,F,1.19,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4F,F,G,11.15,leftover,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1B,B,B,3.69,NA,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1B,B,F,7.67,leftover,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1B,B,G,7.53,leftover,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2B,B,B,1.27,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2B,B,F,15.01,leftover,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2B,B,G,3.84,leftover,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3B,B,B,3.86,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3B,B,F,5.51,leftover,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3B,B,G,19.2,leftover,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4B,B,B,0.43,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4B,B,F,6.81,leftover,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4B,B,G,5.95,leftover,No lichen in the plot
2022,Ovstedalen,Ovs1,Ovs1FGB,FGB,B,1.87,NA,NA
2022,Ovstedalen,Ovs1,Ovs1FGB,FGB,F,1.98,NA,NA
2022,Ovstedalen,Ovs1,Ovs1FGB,FGB,G,1.7,NA,NA
2022,Ovstedalen,Ovs1,Ovs1FGB,FGB,L,0.18,leftover,NA
2022,Ovstedalen,Ovs2,Ovs2FGB,FGB,B,0.86,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2FGB,FGB,F,2.42,NA,No lichen in the plot
2022,Ovstedalen,Ovs2,Ovs2FGB,FGB,G,0.86,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3FGB,FGB,B,1.49,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3FGB,FGB,F,2.48,NA,No lichen in the plot
2022,Ovstedalen,Ovs3,Ovs3FGB,FGB,G,5.49,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4FGB,FGB,B,0.36,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4FGB,FGB,F,0.79,NA,No lichen in the plot
2022,Ovstedalen,Ovs4,Ovs4FGB,FGB,G,1.83,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1GF,GF,B,16.1,leftover,No lichen in the plot
2022,Veskre,Ves1,Ves1GF,GF,F,2.53,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1GF,GF,G,1.28,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2GF,GF,B,24.87,leftover,No lichen in the plot
2022,Veskre,Ves2,Ves2GF,GF,F,1.53,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2GF,GF,G,0.88,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3GF,GF,B,7.59,leftover,No lichen in the plot
2022,Veskre,Ves3,Ves3GF,GF,F,2,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3GF,GF,G,1.72,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4GF,GF,B,11.87,leftover,No lichen in the plot
2022,Veskre,Ves4,Ves4GF,GF,F,0.7,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4GF,GF,G,3.2,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1FB,FB,B,0.65,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1FB,FB,F,0.62,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1FB,FB,G,9.51,leftover,No lichen in the plot
2022,Veskre,Ves2,Ves2FB,FB,B,0.81,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2FB,FB,F,0.71,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2FB,FB,G,17.52,leftover,No lichen in the plot
2022,Veskre,Ves3,Ves3FB,FB,B,2.36,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3FB,FB,F,3.23,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3FB,FB,G,6.52,leftover,No lichen in the plot
2022,Veskre,Ves4,Ves4FB,FB,B,3.49,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4FB,FB,F,1.07,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4FB,FB,G,8.44,leftover,No lichen in the plot
2022,Veskre,Ves1,Ves1GB,GB,B,3.23,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1GB,GB,F,9.33,leftover,No lichen in the plot
2022,Veskre,Ves1,Ves1GB,GB,G,1.21,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2GB,GB,B,1.09,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2GB,GB,F,8.64,leftover,No lichen in the plot
2022,Veskre,Ves2,Ves2GB,GB,G,2.99,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3GB,GB,B,1.04,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3GB,GB,F,6.6,leftover,No lichen in the plot
2022,Veskre,Ves3,Ves3GB,GB,G,2.71,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4GB,GB,B,3.97,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4GB,GB,F,7.18,leftover,No lichen in the plot
2022,Veskre,Ves4,Ves4GB,GB,G,2.25,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1C,C,B,5.22,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1C,C,F,13.77,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1C,C,G,11.18,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2C,C,B,15.17,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2C,C,F,6.17,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2C,C,G,6.75,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3C,C,B,4.54,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3C,C,F,4.9,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3C,C,G,14.86,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4C,C,B,11.67,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4C,C,F,7.71,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4C,C,G,13.98,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1G,G,B,22.32,leftover,No lichen in the plot
2022,Veskre,Ves1,Ves1G,G,F,9.72,leftover,No lichen in the plot
2022,Veskre,Ves1,Ves1G,G,G,1.38,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2G,G,B,13.73,leftover,No lichen in the plot
2022,Veskre,Ves2,Ves2G,G,F,6.49,leftover,No lichen in the plot
2022,Veskre,Ves2,Ves2G,G,G,2.11,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3G,G,B,20.62,leftover,No lichen in the plot
2022,Veskre,Ves3,Ves3G,G,F,15.99,leftover,No lichen in the plot
2022,Veskre,Ves3,Ves3G,G,G,2.9,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4G,G,B,18.09,leftover,No lichen in the plot
2022,Veskre,Ves4,Ves4G,G,F,7.44,leftover,No lichen in the plot
2022,Veskre,Ves4,Ves4G,G,G,5.59,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1F,F,B,11.33,leftover,No lichen in the plot
2022,Veskre,Ves1,Ves1F,F,F,1.63,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1F,F,G,11.49,leftover,No lichen in the plot
2022,Veskre,Ves2,Ves2F,F,B,18.52,leftover,No lichen in the plot
2022,Veskre,Ves2,Ves2F,F,F,3.03,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2F,F,G,11.26,leftover,No lichen in the plot
2022,Veskre,Ves3,Ves3F,F,B,18.09,leftover,No lichen in the plot
2022,Veskre,Ves3,Ves3F,F,F,2.46,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3F,F,G,15.38,leftover,No lichen in the plot
2022,Veskre,Ves4,Ves4F,F,B,20.3,leftover,No lichen in the plot
2022,Veskre,Ves4,Ves4F,F,F,2,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4F,F,G,15.5,leftover,No lichen in the plot
2022,Veskre,Ves1,Ves1B,B,B,0.77,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1B,B,F,5.13,leftover,No lichen in the plot
2022,Veskre,Ves1,Ves1B,B,G,6.04,leftover,No lichen in the plot
2022,Veskre,Ves2,Ves2B,B,B,1.39,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2B,B,F,13.74,leftover,No lichen in the plot
2022,Veskre,Ves2,Ves2B,B,G,7.71,leftover,No lichen in the plot
2022,Veskre,Ves3,Ves3B,B,B,2.07,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3B,B,F,7.92,leftover,No lichen in the plot
2022,Veskre,Ves3,Ves3B,B,G,15.2,leftover,No lichen in the plot
2022,Veskre,Ves4,Ves4B,B,B,1.68,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4B,B,F,6.9,leftover,No lichen in the plot
2022,Veskre,Ves4,Ves4B,B,G,8.65,leftover,No lichen in the plot
2022,Veskre,Ves1,Ves1FGB,FGB,B,0.34,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1FGB,FGB,F,0.71,NA,No lichen in the plot
2022,Veskre,Ves1,Ves1FGB,FGB,G,0.39,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2FGB,FGB,B,0.22,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2FGB,FGB,F,0.98,NA,No lichen in the plot
2022,Veskre,Ves2,Ves2FGB,FGB,G,0.63,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3FGB,FGB,B,1.08,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3FGB,FGB,F,1.15,NA,No lichen in the plot
2022,Veskre,Ves3,Ves3FGB,FGB,G,1.99,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4FGB,FGB,B,0.32,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4FGB,FGB,F,0.15,NA,No lichen in the plot
2022,Veskre,Ves4,Ves4FGB,FGB,G,0.56,NA,No lichen in the plot
2022,Arhelleren,Arh1,Arh1GF,GF,B,6.32,leftover,No lichen in the plot
2022,Arhelleren,Arh1,Arh1GF,GF,F,0.45,NA,No lichen in the plot
2022,Arhelleren,Arh1,Arh1GF,GF,G,0.81,NA,No lichen in the plot
2022,Arhelleren,Arh2,Arh2GF,GF,B,4.14,leftover,No lichen in the plot
2022,Arhelleren,Arh2,Arh2GF,GF,F,0.63,NA,No lichen in the plot
2022,Arhelleren,Arh2,Arh2GF,GF,G,0.67,NA,No lichen in the plot
2022,Arhelleren,Arh3,Arh3GF,GF,B,11,leftover,No lichen in the plot
2022,Arhelleren,Arh3,Arh3GF,GF,F,0.1,NA,No lichen in the plot
2022,Arhelleren,Arh3,Arh3GF,GF,G,0.53,NA,No lichen in the plot
2022,Arhelleren,Arh4,Arh4GF,GF,B,11.81,leftover,No lichen in the plot
2022,Arhelleren,Arh4,Arh4GF,GF,F,0.73,NA,No lichen in the plot
2022,Arhelleren,Arh4,Arh4GF,GF,G,2.2,NA,No lichen in the plot
2022,Arhelleren,Arh1,Arh1FB,FB,B,0.3,NA,No lichen in the plot
2022,Arhelleren,Arh1,Arh1FB,FB,F,0.56,NA,No lichen in the plot
2022,Arhelleren,Arh1,Arh1FB,FB,G,5.09,leftover,No lichen in the plot
2022,Arhelleren,Arh2,Arh2FB,FB,B,0.62,NA,No lichen in the plot
2022,Arhelleren,Arh2,Arh2FB,FB,F,0.23,NA,No lichen in the plot
2022,Arhelleren,Arh2,Arh2FB,FB,G,10.07,leftover,No lichen in the plot
2022,Arhelleren,Arh3,Arh3FB,FB,B,1.14,NA,No lichen in the plot
2022,Arhelleren,Arh3,Arh3FB,FB,F,1.03,NA,No lichen in the plot
2022,Arhelleren,Arh3,Arh3FB,FB,G,5,leftover,No lichen in the plot
2022,Arhelleren,Arh4,Arh4FB,FB,B,1.73,NA,No lichen in the plot
2022,Arhelleren,Arh4,Arh4FB,FB,F,1.73,NA,No lichen in the plot
2022,Arhelleren,Arh4,Arh4FB,FB,G,3.34,leftover,No lichen in the plot
2022,Arhelleren,Arh1,Arh1GB,GB,B,0.27,NA,No lichen in the plot
2022,Arhelleren,Arh1,Arh1GB,GB,F,5.45,leftover,No lichen in the plot
2022,Arhelleren,Arh1,Arh1GB,GB,G,0.62,NA,No lichen in the plot
2022,Arhelleren,Arh2,Arh2GB,GB,B,0.33,NA,No lichen in the plot
2022,Arhelleren,Arh2,Arh2GB,GB,F,1.08,leftover,No lichen in the plot
2022,Arhelleren,Arh2,Arh2GB,GB,G,0.74,NA,No lichen in the plot
2022,Arhelleren,Arh3,Arh3GB,GB,B,1.64,NA,No lichen in the plot
2022,Arhelleren,Arh3,Arh3GB,GB,F,4.5,leftover,No lichen in the plot
2022,Arhelleren,Arh3,Arh3GB,GB,G,0.82,NA,No lichen in the plot
2022,Arhelleren,Arh4,Arh4GB,GB,B,2.33,NA,No lichen in the plot
2022,Arhelleren,Arh4,Arh4GB,GB,F,5.39,leftover,No lichen in the plot
2022,Arhelleren,Arh4,Arh4GB,GB,G,1.53,NA,No lichen in the plot
2022,Arhelleren,Arh1,Arh1C,C,B,10.66,NA,No lichen in the plot
2022,Arhelleren,Arh1,Arh1C,C,F,8.16,NA,No lichen in the plot
2022,Arhelleren,Arh1,Arh1C,C,G,5.99,NA,No lichen in the plot
2022,Arhelleren,Arh2,Arh2C,C,B,4.64,NA,No lichen in the plot
2022,Arhelleren,Arh2,Arh2C,C,F,2.89,NA,No lichen in the plot
2022,Arhelleren,Arh2,Arh2C,C,G,12.1,NA,No lichen in the plot
2022,Arhelleren,Arh3,Arh3C,C,B,15.17,NA,No lichen in the plot
2022,Arhelleren,Arh3,Arh3C,C,F,6.43,NA,No lichen in the plot
2022,Arhelleren,Arh3,Arh3C,C,G,5.54,NA,No lichen in the plot
2022,Arhelleren,Arh4,Arh4C,C,B,9.39,NA,No lichen in the plot
2022,Arhelleren,Arh4,Arh4C,C,F,5.92,NA,No lichen in the plot
2022,Arhelleren,Arh4,Arh4C,C,G,9.58,NA,No lichen in the plot
2022,Arhelleren,Arh1,Arh1G,G,B,11.37,leftover,No lichen in the plot
2022,Arhelleren,Arh1,Arh1G,G,F,6.65,leftover,No lichen in the plot
2022,Arhelleren,Arh1,Arh1G,G,G,0.96,NA,No lichen in the plot
2022,Arhelleren,Arh2,Arh2G,G,B,9.99,leftover,No lichen in the plot
2022,Arhelleren,Arh2,Arh2G,G,F,7.68,leftover,No lichen in the plot
2022,Arhelleren,Arh2,Arh2G,G,G,0.41,NA,No lichen in the plot
2022,Arhelleren,Arh3,Arh3G,G,B,10.98,leftover,No lichen in the plot
2022,Arhelleren,Arh3,Arh3G,G,F,5.52,leftover,No lichen in the plot
2022,Arhelleren,Arh3,Arh3G,G,G,1.47,NA,No lichen in the plot
2022,Arhelleren,Arh4,Arh4G,G,B,23.65,leftover,No lichen in the plot
2022,Arhelleren,Arh4,Arh4G,G,F,3.46,leftover,No lichen in the plot
2022,Arhelleren,Arh4,Arh4G,G,G,1.68,NA,No lichen in the plot
2022,Arhelleren,Arh1,Arh1F,F,B,10.6,leftover,NA
2022,Arhelleren,Arh1,Arh1F,F,F,0.16,NA,NA
2022,Arhelleren,Arh1,Arh1F,F,G,4.22,leftover,NA
2022,Arhelleren,Arh1,Arh1F,F,L,0.19,leftover,NA
2022,Arhelleren,Arh2,Arh2F,F,B,12.32,leftover,No lichen in the plot
2022,Arhelleren,Arh2,Arh2F,F,F,0.73,NA,No lichen in the plot
2022,Arhelleren,Arh2,Arh2F,F,G,5.07,leftover,No lichen in the plot
2022,Arhelleren,Arh3,Arh3F,F,B,18.67,leftover,No lichen in the plot
2022,Arhelleren,Arh3,Arh3F,F,F,0.56,NA,No lichen in the plot
2022,Arhelleren,Arh3,Arh3F,F,G,5.09,leftover,No lichen in the plot
2022,Arhelleren,Arh4,Arh4F,F,B,7,leftover,No lichen in the plot
2022,Arhelleren,Arh4,Arh4F,F,F,1.73,NA,No lichen in the plot
