year,siteID,blockID,plotID,treatment,removed_fg,biomass,no_treatment,comments
2022,Skjelingahaugen,Skj3,Skj3B,B,G,14.15,leftover,No lichen in the plot
2022,Skjelingahaugen,Skj4,Skj4B,B,B,6.36,NA,No lichen in the plot
2022,Skjelingahaugen,Skj4,Skj4B,B,F,6.82,leftover,No lichen in the plot
2022,Skjelingahaugen,Skj4,Skj4B,B,G,7.95,leftover,No lichen in the plot
2022,Skjelingahaugen,Skj1,Skj1FGB,FGB,B,0.18,NA,No lichen in the plot
2022,Skjelingahaugen,Skj1,Skj1FGB,FGB,F,0.48,NA,No lichen in the plot
2022,Skjelingahaugen,Skj1,Skj1FGB,FGB,G,0.77,NA,No lichen in the plot
2022,Skjelingahaugen,Skj2,Skj2FGB,FGB,B,0.48,NA,No lichen in the plot
2022,Skjelingahaugen,Skj2,Skj2FGB,FGB,F,0.26,NA,No lichen in the plot
2022,Skjelingahaugen,Skj2,Skj2FGB,FGB,G,0.42,NA,No lichen in the plot
2022,Skjelingahaugen,Skj3,Skj3FGB,FGB,B,0.3,NA,No lichen in the plot
2022,Skjelingahaugen,Skj3,Skj3FGB,FGB,F,0.83,NA,No lichen in the plot
2022,Skjelingahaugen,Skj3,Skj3FGB,FGB,G,1.41,NA,No lichen in the plot
2022,Skjelingahaugen,Skj4,Skj4FGB,FGB,B,0.28,NA,No lichen in the plot
2022,Skjelingahaugen,Skj4,Skj4FGB,FGB,F,0.29,NA,No lichen in the plot
2022,Skjelingahaugen,Skj4,Skj4FGB,FGB,G,0.78,NA,No lichen in the plot
2022,Gudmedalen,Gud5,Gud5GF,GF,B,7.87,leftover,NA
2022,Gudmedalen,Gud5,Gud5GF,GF,F,0.78,NA,NA
2022,Gudmedalen,Gud5,Gud5GF,GF,G,1.25,NA,NA
2022,Gudmedalen,Gud5,Gud5GF,GF,L,0.18,leftover,NA
2022,Gudmedalen,Gud12,Gud12GF,GF,B,0.04,leftover,NA
2022,Gudmedalen,Gud12,Gud12GF,GF,F,0.27,NA,NA
2022,Gudmedalen,Gud12,Gud12GF,GF,G,0.56,NA,NA
2022,Gudmedalen,Gud12,Gud12GF,GF,L,0.02,leftover,NA
2022,Gudmedalen,Gud13,Gud13GF,GF,B,5.24,leftover,NA
2022,Gudmedalen,Gud13,Gud13GF,GF,F,1.01,NA,NA
2022,Gudmedalen,Gud13,Gud13GF,GF,G,1.75,NA,NA
2022,Gudmedalen,Gud13,Gud13GF,GF,L,0.16,leftover,NA
2022,Gudmedalen,Gud15,Gud15GF,GF,B,0.14,leftover,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15GF,GF,F,0.71,NA,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15GF,GF,G,0.46,NA,No lichen in the plot
2022,Gudmedalen,Gud5,Gud5FB,FB,B,1.5,NA,No lichen in the plot
2022,Gudmedalen,Gud5,Gud5FB,FB,F,1.05,NA,No lichen in the plot
2022,Gudmedalen,Gud5,Gud5FB,FB,G,13.35,leftover,No lichen in the plot
2022,Gudmedalen,Gud12,Gud12FB,FB,B,1.27,NA,NA
2022,Gudmedalen,Gud12,Gud12FB,FB,F,5.16,NA,NA
2022,Gudmedalen,Gud12,Gud12FB,FB,G,24.66,leftover,NA
2022,Gudmedalen,Gud12,Gud12FB,FB,L,0.85,leftover,NA
2022,Gudmedalen,Gud13,Gud13FB,FB,B,0.32,NA,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13FB,FB,F,0.85,NA,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13FB,FB,G,13.86,leftover,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15FB,FB,B,0.19,NA,NA
2022,Gudmedalen,Gud15,Gud15FB,FB,F,0.94,NA,NA
2022,Gudmedalen,Gud15,Gud15FB,FB,G,10.52,leftover,NA
2022,Gudmedalen,Gud15,Gud15FB,FB,L,0.11,leftover,NA
2022,Gudmedalen,Gud5,Gud5GB,GB,B,0.1,NA,NA
2022,Gudmedalen,Gud5,Gud5GB,GB,F,4.05,leftover,NA
2022,Gudmedalen,Gud5,Gud5GB,GB,G,0.35,NA,NA
2022,Gudmedalen,Gud5,Gud5GB,GB,L,0.46,leftover,NA
2022,Gudmedalen,Gud12,Gud12GB,GB,B,0.55,NA,No lichen in the plot
2022,Gudmedalen,Gud12,Gud12GB,GB,F,6.61,leftover,No lichen in the plot
2022,Gudmedalen,Gud12,Gud12GB,GB,G,0.99,NA,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13GB,GB,B,2.93,NA,NA
2022,Gudmedalen,Gud13,Gud13GB,GB,F,25.5,leftover,NA
2022,Gudmedalen,Gud13,Gud13GB,GB,G,3.56,NA,NA
2022,Gudmedalen,Gud13,Gud13GB,GB,L,2.78,leftover,NA
2022,Gudmedalen,Gud15,Gud15GB,GB,B,0.1,NA,NA
2022,Gudmedalen,Gud15,Gud15GB,GB,F,4.8,leftover,NA
2022,Gudmedalen,Gud15,Gud15GB,GB,G,0.29,NA,NA
2022,Gudmedalen,Gud15,Gud15GB,GB,L,0.049,leftover,NA
2022,Gudmedalen,Gud5,Gud5C,C,B,2.14,NA,NA
2022,Gudmedalen,Gud5,Gud5C,C,F,2.92,NA,NA
2022,Gudmedalen,Gud5,Gud5C,C,G,3.56,NA,NA
2022,Gudmedalen,Gud5,Gud5C,C,L,0.016,leftover,NA
2022,Gudmedalen,Gud12,Gud12C,C,B,1.59,NA,NA
2022,Gudmedalen,Gud12,Gud12C,C,F,12.32,NA,NA
2022,Gudmedalen,Gud12,Gud12C,C,G,6.56,NA,NA
2022,Gudmedalen,Gud12,Gud12C,C,L,0.071,leftover,NA
2022,Gudmedalen,Gud13,Gud13C,C,B,4.57,NA,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13C,C,F,6.28,NA,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13C,C,G,43.19,NA,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15C,C,B,3.23,NA,NA
2022,Gudmedalen,Gud15,Gud15C,C,F,5.36,NA,NA
2022,Gudmedalen,Gud15,Gud15C,C,G,3.46,NA,NA
2022,Gudmedalen,Gud15,Gud15C,C,L,1.31,leftover,NA
2022,Gudmedalen,Gud5,Gud5G,G,B,11,leftover,NA
2022,Gudmedalen,Gud5,Gud5G,G,F,6.79,leftover,NA
2022,Gudmedalen,Gud5,Gud5G,G,G,2.04,NA,NA
2022,Gudmedalen,Gud5,Gud5G,G,L,0.02,leftover,NA
2022,Gudmedalen,Gud12,Gud12G,G,B,0.77,leftover,NA
2022,Gudmedalen,Gud12,Gud12G,G,F,15.42,leftover,NA
2022,Gudmedalen,Gud12,Gud12G,G,G,0.75,NA,NA
2022,Gudmedalen,Gud12,Gud12G,G,L,0.19,leftover,NA
2022,Gudmedalen,Gud13,Gud13G,G,B,1.44,leftover,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13G,G,F,4.75,leftover,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13G,G,G,2.06,NA,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15G,G,B,16.22,leftover,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15G,G,F,4.33,leftover,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15G,G,G,0.12,NA,No lichen in the plot
2022,Gudmedalen,Gud5,Gud5F,F,B,6.87,leftover,No lichen in the plot
2022,Gudmedalen,Gud5,Gud5F,F,F,0.39,NA,No lichen in the plot
2022,Gudmedalen,Gud5,Gud5F,F,G,18.16,leftover,No lichen in the plot
2022,Gudmedalen,Gud12,Gud12F,F,B,2.73,leftover,NA
2022,Gudmedalen,Gud12,Gud12F,F,F,2.12,NA,NA
2022,Gudmedalen,Gud12,Gud12F,F,G,14.98,leftover,NA
2022,Gudmedalen,Gud12,Gud12F,F,L,0.25,leftover,NA
2022,Gudmedalen,Gud13,Gud13F,F,B,62.48,leftover,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13F,F,F,0.49,NA,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13F,F,G,19.56,leftover,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15F,F,B,0.92,leftover,NA
2022,Gudmedalen,Gud15,Gud15F,F,F,1.49,NA,NA
2022,Gudmedalen,Gud15,Gud15F,F,G,12.8,leftover,NA
2022,Gudmedalen,Gud15,Gud15F,F,L,0.05,leftover,NA
2022,Gudmedalen,Gud5,Gud5B,B,B,1.1,NA,No lichen in the plot
2022,Gudmedalen,Gud5,Gud5B,B,F,4.43,leftover,No lichen in the plot
2022,Gudmedalen,Gud5,Gud5B,B,G,16.82,leftover,No lichen in the plot
2022,Gudmedalen,Gud12,Gud12B,B,B,0.34,NA,No lichen in the plot
2022,Gudmedalen,Gud12,Gud12B,B,F,6.78,leftover,No lichen in the plot
2022,Gudmedalen,Gud12,Gud12B,B,G,6.71,leftover,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13B,B,B,0.36,NA,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13B,B,F,6.85,leftover,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13B,B,G,11.31,leftover,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15B,B,B,0.067,NA,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15B,B,F,4.38,leftover,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15B,B,G,7.59,leftover,No lichen in the plot
2022,Gudmedalen,Gud5,Gud5FGB,FGB,B,0.29,NA,NA
2022,Gudmedalen,Gud5,Gud5FGB,FGB,F,0.38,NA,NA
2022,Gudmedalen,Gud5,Gud5FGB,FGB,G,0.82,NA,NA
2022,Gudmedalen,Gud5,Gud5FGB,FGB,L,0.06,leftover,NA
2022,Gudmedalen,Gud12,Gud12FGB,FGB,F,0.16,NA,No bryophytes or lichen in the plot
2022,Gudmedalen,Gud12,Gud12FGB,FGB,G,0.11,NA,No bryophytes or lichen in the plot
2022,Gudmedalen,Gud13,Gud13FGB,FGB,B,0.1,NA,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13FGB,FGB,F,0.22,NA,No lichen in the plot
2022,Gudmedalen,Gud13,Gud13FGB,FGB,G,0.19,NA,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15FGB,FGB,B,0.16,NA,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15FGB,FGB,F,0.46,NA,No lichen in the plot
2022,Gudmedalen,Gud15,Gud15FGB,FGB,G,0.19,NA,No lichen in the plot
2022,Lavisdalen,Lav1,Lav1GF,GF,B,27.23,leftover,NA
2022,Lavisdalen,Lav1,Lav1GF,GF,F,2.84,NA,NA
2022,Lavisdalen,Lav1,Lav1GF,GF,G,0.84,NA,NA
2022,Lavisdalen,Lav1,Lav1GF,GF,L,1.35,leftover,NA
2022,Lavisdalen,Lav2,Lav2GF,GF,B,54.01,leftover,NA
2022,Lavisdalen,Lav2,Lav2GF,GF,F,2.03,NA,NA
2022,Lavisdalen,Lav2,Lav2GF,GF,G,1.28,NA,NA
2022,Lavisdalen,Lav2,Lav2GF,GF,L,1.49,leftover,NA
2022,Lavisdalen,Lav3,Lav3GF,GF,B,17.49,leftover,NA
2022,Lavisdalen,Lav3,Lav3GF,GF,F,3.1,NA,NA
2022,Lavisdalen,Lav3,Lav3GF,GF,G,0.72,NA,NA
2022,Lavisdalen,Lav3,Lav3GF,GF,L,0.15,leftover,NA
2022,Lavisdalen,Lav4,Lav4GF,GF,B,21.95,leftover,NA
2022,Lavisdalen,Lav4,Lav4GF,GF,F,3.27,NA,NA
2022,Lavisdalen,Lav4,Lav4GF,GF,G,1.71,NA,NA
2022,Lavisdalen,Lav4,Lav4GF,GF,L,0.12,leftover,NA
2022,Lavisdalen,Lav1,Lav1FB,FB,B,1.49,NA,NA
2022,Lavisdalen,Lav1,Lav1FB,FB,F,1.4,NA,NA
2022,Lavisdalen,Lav1,Lav1FB,FB,G,7.9,leftover,NA
2022,Lavisdalen,Lav1,Lav1FB,FB,L,0.16,leftover,NA
2022,Lavisdalen,Lav2,Lav2FB,FB,B,1.06,NA,NA
2022,Lavisdalen,Lav2,Lav2FB,FB,F,0.99,NA,NA
2022,Lavisdalen,Lav2,Lav2FB,FB,G,12.85,leftover,NA
2022,Lavisdalen,Lav2,Lav2FB,FB,L,1.96,leftover,NA
2022,Lavisdalen,Lav3,Lav3FB,FB,B,0.35,NA,No lichen in the plot
2022,Lavisdalen,Lav3,Lav3FB,FB,F,1.34,NA,No lichen in the plot
2022,Lavisdalen,Lav3,Lav3FB,FB,G,3.96,leftover,No lichen in the plot
2022,Lavisdalen,Lav4,Lav4FB,FB,B,0.34,NA,NA
2022,Lavisdalen,Lav4,Lav4FB,FB,F,0.48,NA,NA
2022,Lavisdalen,Lav4,Lav4FB,FB,G,2.88,leftover,NA
2022,Lavisdalen,Lav4,Lav4FB,FB,L,0.01,leftover,NA
2022,Lavisdalen,Lav1,Lav1GB,GB,B,1.87,NA,NA
2022,Lavisdalen,Lav1,Lav1GB,GB,F,5.96,leftover,NA
2022,Lavisdalen,Lav1,Lav1GB,GB,G,0.32,NA,NA
2022,Lavisdalen,Lav1,Lav1GB,GB,L,0.18,leftover,NA
2022,Lavisdalen,Lav2,Lav2GB,GB,B,1.66,NA,NA
2022,Lavisdalen,Lav2,Lav2GB,GB,F,12.73,leftover,NA
2022,Lavisdalen,Lav2,Lav2GB,GB,G,0.29,NA,NA
2022,Lavisdalen,Lav2,Lav2GB,GB,L,0.73,leftover,NA
2022,Lavisdalen,Lav3,Lav3GB,GB,B,0.21,NA,No lichen in the plot
2022,Lavisdalen,Lav3,Lav3GB,GB,F,13.72,leftover,No lichen in the plot
2022,Lavisdalen,Lav3,Lav3GB,GB,G,0.42,NA,No lichen in the plot
2022,Lavisdalen,Lav4,Lav4GB,GB,B,0.18,NA,No lichen in the plot
2022,Lavisdalen,Lav4,Lav4GB,GB,F,3.2,leftover,No lichen in the plot
2022,Lavisdalen,Lav4,Lav4GB,GB,G,0.28,NA,No lichen in the plot
2022,Lavisdalen,Lav1,Lav1C,C,B,16.07,NA,NA
2022,Lavisdalen,Lav1,Lav1C,C,F,15.17,NA,NA
2022,Lavisdalen,Lav1,Lav1C,C,G,5.55,NA,NA
2022,Lavisdalen,Lav1,Lav1C,C,L,0.14,leftover,NA
2022,Lavisdalen,Lav2,Lav2C,C,B,25.01,NA,NA
2022,Lavisdalen,Lav2,Lav2C,C,F,5.82,NA,NA
2022,Lavisdalen,Lav2,Lav2C,C,G,13.45,NA,NA
2022,Lavisdalen,Lav2,Lav2C,C,L,0.54,leftover,NA
2022,Lavisdalen,Lav3,Lav3C,C,B,15.78,NA,NA
2022,Lavisdalen,Lav3,Lav3C,C,F,13.23,NA,NA
2022,Lavisdalen,Lav3,Lav3C,C,G,9.82,NA,NA
2022,Lavisdalen,Lav3,Lav3C,C,L,0.22,leftover,NA
2022,Lavisdalen,Lav4,Lav4C,C,B,9.15,NA,NA
2022,Lavisdalen,Lav4,Lav4C,C,F,12.17,NA,NA
2022,Lavisdalen,Lav4,Lav4C,C,G,3,NA,NA
2022,Lavisdalen,Lav4,Lav4C,C,L,0.52,leftover,NA
2022,Lavisdalen,Lav1,Lav1G,G,B,33.98,leftover,NA
2022,Lavisdalen,Lav1,Lav1G,G,F,11.75,leftover,NA
2022,Lavisdalen,Lav1,Lav1G,G,G,0.91,NA,NA
2022,Lavisdalen,Lav1,Lav1G,G,L,2.07,leftover,NA
2022,Lavisdalen,Lav2,Lav2G,G,B,31.14,leftover,NA
2022,Lavisdalen,Lav2,Lav2G,G,F,16.14,leftover,NA
2022,Lavisdalen,Lav2,Lav2G,G,G,0.32,NA,NA
2022,Lavisdalen,Lav2,Lav2G,G,L,0.26,leftover,NA
2022,Lavisdalen,Lav3,Lav3G,G,B,7.26,leftover,NA
2022,Lavisdalen,Lav3,Lav3G,G,F,6.39,leftover,NA
2022,Lavisdalen,Lav3,Lav3G,G,G,0.27,NA,NA
2022,Lavisdalen,Lav3,Lav3G,G,L,0.36,leftover,NA
2022,Lavisdalen,Lav4,Lav4G,G,B,18.51,leftover,NA
2022,Lavisdalen,Lav4,Lav4G,G,F,19.64,leftover,NA
2022,Lavisdalen,Lav4,Lav4G,G,G,0.75,NA,NA
2022,Lavisdalen,Lav4,Lav4G,G,L,1.75,leftover,NA
2022,Lavisdalen,Lav1,Lav1F,F,B,22.18,leftover,NA
2022,Lavisdalen,Lav1,Lav1F,F,F,2.89,NA,NA
2022,Lavisdalen,Lav1,Lav1F,F,G,4.99,leftover,NA
2022,Lavisdalen,Lav1,Lav1F,F,L,1.07,leftover,NA
2022,Lavisdalen,Lav2,Lav2F,F,B,36.05,leftover,NA
2022,Lavisdalen,Lav2,Lav2F,F,F,1.65,NA,NA
2022,Lavisdalen,Lav2,Lav2F,F,G,7.93,leftover,NA
2022,Lavisdalen,Lav2,Lav2F,F,L,0.36,leftover,NA
2022,Lavisdalen,Lav3,Lav3F,F,B,8.92,leftover,NA
2022,Lavisdalen,Lav3,Lav3F,F,F,0.95,NA,NA
2022,Lavisdalen,Lav3,Lav3F,F,G,2.86,leftover,NA
2022,Lavisdalen,Lav3,Lav3F,F,L,0.31,leftover,NA
2022,Lavisdalen,Lav4,Lav4F,F,B,17.95,leftover,NA
2022,Lavisdalen,Lav4,Lav4F,F,F,2.64,NA,NA
2022,Lavisdalen,Lav4,Lav4F,F,G,4.72,leftover,NA
2022,Lavisdalen,Lav4,Lav4F,F,L,0.1,leftover,NA
2022,Lavisdalen,Lav1,Lav1B,B,B,7.33,NA,NA
2022,Lavisdalen,Lav1,Lav1B,B,F,23.07,leftover,NA
2022,Lavisdalen,Lav1,Lav1B,B,G,5.34,leftover,NA
2022,Lavisdalen,Lav1,Lav1B,B,L,0.94,leftover,NA
2022,Lavisdalen,Lav2,Lav2B,B,B,1.71,NA,NA
2022,Lavisdalen,Lav2,Lav2B,B,F,12.83,leftover,NA
2022,Lavisdalen,Lav2,Lav2B,B,G,3.22,leftover,NA
2022,Lavisdalen,Lav2,Lav2B,B,L,0.7,leftover,NA
2022,Lavisdalen,Lav3,Lav3B,B,B,0.64,NA,NA
2022,Lavisdalen,Lav3,Lav3B,B,F,6.92,leftover,NA
2022,Lavisdalen,Lav3,Lav3B,B,G,1.82,leftover,NA
2022,Lavisdalen,Lav3,Lav3B,B,L,0.1,leftover,NA
2022,Lavisdalen,Lav4,Lav4B,B,B,1.91,NA,No lichen in the plot
2022,Lavisdalen,Lav4,Lav4B,B,F,7.08,leftover,No lichen in the plot
2022,Lavisdalen,Lav4,Lav4B,B,G,11.64,leftover,No lichen in the plot
2022,Lavisdalen,Lav1,Lav1FGB,FGB,B,0.21,NA,NA
2022,Lavisdalen,Lav1,Lav1FGB,FGB,F,0.56,NA,NA
2022,Lavisdalen,Lav1,Lav1FGB,FGB,G,0.02,NA,NA
2022,Lavisdalen,Lav1,Lav1FGB,FGB,L,0.04,leftover,NA
2022,Lavisdalen,Lav2,Lav2FGB,FGB,B,1.21,NA,NA
2022,Lavisdalen,Lav2,Lav2FGB,FGB,F,1.49,NA,NA
2022,Lavisdalen,Lav2,Lav2FGB,FGB,G,0.26,NA,NA
2022,Lavisdalen,Lav2,Lav2FGB,FGB,L,0.08,leftover,NA
2022,Lavisdalen,Lav3,Lav3FGB,FGB,B,0.06,NA,No lichen in the plot
2022,Lavisdalen,Lav3,Lav3FGB,FGB,F,0.23,NA,No lichen in the plot
2022,Lavisdalen,Lav3,Lav3FGB,FGB,G,0.06,NA,No lichen in the plot
2022,Lavisdalen,Lav4,Lav4FGB,FGB,B,0.16,NA,No lichen in the plot
2022,Lavisdalen,Lav4,Lav4FGB,FGB,F,0.94,NA,No lichen in the plot
2022,Lavisdalen,Lav4,Lav4FGB,FGB,G,0.29,NA,No lichen in the plot
