year,siteID,blockID,plotID,removal,treatment,total_graminoids,total_forbs,total_bryophytes,vegetation_height,moss_height,litter,species,cover,functional_group,sumcover,recorder,turfID
2016,Gudmedalen,Gud5,Gud4XC,post,XC,30,60,7,37.5,NA,10,Ach.mil,6,forb,68,RG,NA
2016,Gudmedalen,Gud5,Gud5C,post,C,30,70,10,45,NA,10,Ach.mil,8,forb,66,RG,NA
2016,Gudmedalen,Gud5,Gud3XC,post,XC,60,40,15,38.75,NA,5,Ach.mil,2,forb,47,RG,NA
2016,Fauske,Fau2,Fau4XC,post,XC,90,20,30,160,5,10,Ach.mil,5,forb,43,FJ,NA
2016,Fauske,Fau2,Fau2XC,post,XC,65,60,50,100,5,20,Ach.mil,12,forb,70,FJ,NA
2016,Fauske,Fau2,Fau1XC,post,XC,50,40,2,218.75,0,4,Ach.mil,2,forb,96.75,EM,NA
2016,Alrust,Alr1,Alr1XC,post,XC,35,50,5,90,NA,60,Ach.mil,1,forb,66,FJ,NA
2016,Alrust,Alr2,Alr2XC,post,XC,20,90,5,97.5,NA,70,Ach.mil,1,forb,92,FJ,NA
2016,Alrust,Alr3,Alr3XC,post,XC,50,30,2,97.5,NA,25,Ach.mil,1,forb,64,FJ,NA
2016,Alrust,Alr3,Alr3C,post,C,35,40,10,237.5,NA,60,Ach.mil,4.5,forb,109.5,"RG,EM",37 TTC
2016,Alrust,Alr4,Alr4XC,post,XC,55,40,5,112.5,NA,55,Ach.mil,4,forb,37,FJ,NA
2016,Vikesland,Vik4,Vik4XC,post,XC,30,45,80,93.75,13,5,Ach.mil,22,forb,63,RG,NA
2016,Vikesland,Vik3,Vik3XC,post,XC,28,50,95,92.5,20,5,Ach.mil,18,forb,50.25,RG,NA
2016,Vikesland,Vik2,Vik2XC,post,XC,35,45,80,75,18.75,10,Ach.mil,25,forb,64,RG,NA
2016,Vikesland,Vik1,Vik1XC,post,XC,35,70,70,98.75,16.25,10,Ach.mil,7,forb,64,RG,NA
2016,Hogsete,Hog1,Hog1XC,post,XC,70,20,10,175,20,NA,Ach.mil,1,forb,17,EM,NA
2016,Hogsete,Hog3,Hog3XC,post,XC,45,25,45,75,20,NA,Ach.mil,1,forb,18,EM,NA
2016,Hogsete,Hog4,Hog4XC,post,XC,50,50,50,90,31.25,NA,Ach.mil,2,forb,51.5,EM,NA
2016,Rambera,Ram4,Ram4XC,post,XC,90,15,5,90,17.5,10,Ach.mil,3,forb,34,EM,NA
2016,Rambera,Ram3,Ram3XC,post,XC,80,25,5,125,16.25,NA,Ach.mil,1,forb,37,EM,NA
2016,Fauske,Fau3,Fau3XC,post,XC,60,50,20,117.25,NA,30,Ach.mil,30,forb,98,RG,NA
2015,Alrust,Alr5,Alr5FB,pre,FB,37,68,8,90,NA,5,Ach.mil,1,forb,69,RG,NA
2015,Alrust,Alr5,Alr5FGB,pre,FGB,32,80,50,120,NA,3,Ach.mil,6,forb,89,RG,NA
2015,Alrust,Alr5,Alr5GB,pre,GB,50,60,20,100,NA,2,Ach.mil,3,forb,73,RG,NA
2015,Alrust,Alr5,Alr5C,pre,C,40,75,7,135,NA,3,Ach.mil,2,forb,115,RG,NA
2015,Alrust,Alr1,Alr1GB,pre,GB,100,40,0,210,NA,3,Ach.mil,4.625,forb,69.625,RG,NA
2015,Alrust,Alr1,Alr1FGB,pre,FGB,40,80,0,90,NA,6,Ach.mil,2,forb,76,RG,NA
2015,Alrust,Alr1,Alr1F,pre,F,45,70,0,85,NA,NA,Ach.mil,3,forb,85,RG,NA
2015,Alrust,Alr1,Alr1GF,pre,GF,85,55,0,125,NA,8,Ach.mil,1,forb,42,RG,NA
2015,Alrust,Alr2,Alr2F,pre,F,95,70,5,200,NA,15,Ach.mil,1,forb,88,FJ,NA
2015,Alrust,Alr1,Alr1B,pre,B,70,60,3,87,NA,16,Ach.mil,2,forb,78,FJ,NA
2015,Alrust,Alr2,Alr2FGB,pre,FGB,80,55,3,150,NA,9,Ach.mil,4,forb,96,FJ,NA
2015,Alrust,Alr3,Alr3F,pre,F,60,60,50,100,NA,20,Ach.mil,4,forb,85,FJ,NA
2015,Alrust,Alr3,Alr3B,pre,B,75,55,2,130,NA,4,Ach.mil,3,forb,86.75,FJ,NA
2015,Alrust,Alr3,Alr3GF,pre,GF,80,40,2,125,NA,18,Ach.mil,40,forb,99,FJ,NA
2015,Alrust,Alr3,Alr3FB,pre,FB,75,55,10,120,NA,10,Ach.mil,10,forb,62,FJ,NA
2015,Alrust,Alr3,Alr3GB,pre,GB,30,70,4,60,NA,9,Ach.mil,3,forb,87,FJ,NA
2015,Alrust,Alr3,Alr3FGB,pre,FGB,65,55,3,110,NA,5,Ach.mil,2,forb,100,FJ,NA
2015,Alrust,Alr3,Alr3G,pre,G,80,55,0,150,NA,3,Ach.mil,2,forb,65,RG,NA
2015,Alrust,Alr2,Alr2GF,pre,GF,98,65,1,180,NA,3,Ach.mil,3,forb,75,RG,NA
2015,Alrust,Alr5,Alr5F,pre,F,40,75,30,90,NA,2,Ach.mil,9,forb,59,RG,NA
2015,Alrust,Alr5,Alr5G,pre,G,42,72,17,115,NA,3,Ach.mil,1,forb,67,RG,NA
2015,Alrust,Alr5,Alr5GF,pre,GF,35,50,8,80,NA,2,Ach.mil,2,forb,44,RG,NA
2015,Alrust,Alr5,Alr5B,pre,B,50,75,18,130,NA,4,Ach.mil,2,forb,89,RG,NA
2015,Fauske,Fau1,Fau1G,pre,G,50,60,1,212.5,NA,75,Ach.mil,4,forb,70,Siri,NA
2015,Fauske,Fau1,Fau1F,pre,F,50,70,25,150,NA,12,Ach.mil,15,forb,67,Siri,NA
2015,Fauske,Fau1,Fau1B,pre,B,40,77,15,140,NA,1,Ach.mil,25,forb,114,FJ,NA
2015,Fauske,Fau1,Fau1GF,pre,GF,80,70,20,175,NA,15,Ach.mil,7,forb,106,FJ,NA
2015,Fauske,Fau1,Fau1FB,pre,FB,45,75,2,170,NA,6,Ach.mil,6,forb,122,FJ,NA
2015,Fauske,Fau1,Fau1GB,pre,GB,30,80,6,125,NA,8,Ach.mil,10,forb,100,FJ,NA
2015,Fauske,Fau1,Fau1FGB,pre,FGB,65,55,20,130,NA,10,Ach.mil,15,forb,106,FJ,NA
2015,Fauske,Fau1,Fau1C,pre,C,70,50,30,205,35,35,Ach.mil,8,forb,65,Siri,51 TTC
2015,Fauske,Fau2,Fau2F,pre,F,35,55,12,180,NA,8,Ach.mil,4,forb,88,VV,NA
2015,Fauske,Fau2,Fau2G,pre,G,20,75,0,80,NA,2,Ach.mil,3,forb,64,KK,NA
2015,Fauske,Fau2,Fau2B,pre,B,25,75,5,82.5,NA,5,Ach.mil,3,forb,94,KK,NA
2015,Fauske,Fau2,Fau2GF,pre,GF,45,75,3,120,NA,5,Ach.mil,10,forb,105,KK,NA
2015,Fauske,Fau2,Fau2GB,pre,GB,50,75,1,90,NA,2,Ach.mil,8,forb,89,KK,NA
2015,Fauske,Fau2,Fau2FB,pre,FB,35,60,10,140,NA,20,Ach.mil,5,forb,82,VV,NA
2015,Fauske,Fau2,Fau2FGB,pre,FGB,45,55,5,180,NA,15,Ach.mil,6,forb,80,VV,NA
2015,Fauske,Fau4,Fau4F,pre,F,62,48,5,65,NA,3,Ach.mil,7,forb,97,RG,NA
2015,Fauske,Fau4,Fau4G,pre,G,30,78,23,80,NA,2,Ach.mil,8,forb,107,RG,NA
2015,Fauske,Fau4,Fau4B,pre,B,67,47,4,70,NA,4,Ach.mil,11,forb,67,RG,NA
2015,Fauske,Fau4,Fau4GF,pre,GF,54,60,10,40,NA,15,Ach.mil,9,forb,58,RG,NA
2015,Fauske,Fau4,Fau4FB,pre,FB,70,80,3,200,NA,8,Ach.mil,8,forb,176,FJ,NA
2015,Fauske,Fau4,Fau4GB,pre,GB,85,65,5,85,NA,15,Ach.mil,8,forb,89,FJ,NA
2015,Fauske,Fau4,Fau4FGB,pre,FGB,70,75,4,145,NA,8,Ach.mil,5,forb,142,FJ,NA
2015,Fauske,Fau4,Fau4C,pre,C,58,65,1,137.5,10,4,Ach.mil,5,forb,88,Siri,68 TTC
2015,Fauske,Fau5,Fau5F,pre,F,80,65,1,140,NA,20,Ach.mil,10,forb,127,FJ,NA
2015,Fauske,Fau5,Fau5G,pre,G,80,65,15,160,NA,15,Ach.mil,9,forb,121,FJ,NA
2015,Fauske,Fau5,Fau5B,pre,B,90,80,9,145,NA,15,Ach.mil,20,forb,158,FJ,NA
2015,Fauske,Fau5,Fau5GF,pre,GF,55,75,10,150,NA,10,Ach.mil,7,forb,167,FJ,NA
2015,Fauske,Fau5,Fau5FB,pre,FB,62,80,4,135,NA,20,Ach.mil,3,forb,106,RG,NA
2015,Fauske,Fau5,Fau5GB,pre,GB,80,60,5,130,NA,2,Ach.mil,8,forb,95,RG,NA
2015,Fauske,Fau5,Fau5FGB,pre,FGB,82,37,1,130,NA,10,Ach.mil,12,forb,82,RG,NA
2015,Fauske,Fau5,Fau5C,pre,C,37,75,3,100,10,4,Ach.mil,6,forb,99,Vigdis,73 TTC
2015,Rambera,Ram4,Ram4F,pre,F,50,56,100,NA,NA,3,Ach.mil,3,forb,64,FJ,NA
2015,Rambera,Ram4,Ram4GF,pre,GF,90,58,98,110,NA,8,Ach.mil,8,forb,87,FJ,NA
2015,Rambera,Ram4,Ram4G,pre,G,80,33,95,95,NA,2,Ach.mil,9,forb,61.333333333333336,FJ,NA
2015,Rambera,Ram4,Ram4FB,pre,FB,78,60,95,80,NA,NA,Ach.mil,17,forb,70,RG,NA
2015,Rambera,Ram4,Ram4GB,pre,GB,70,75,78,88,NA,3,Ach.mil,6,forb,94,RG,NA
2015,Rambera,Ram4,Ram4FGB,pre,FGB,25,30,92,40,NA,4,Ach.mil,6,forb,30,RG,NA
2015,Rambera,Ram4,Ram4C,pre,C,60,32,86,70,30,3,Ach.mil,1,forb,32,Kari,194 TTC
2015,Hogsete,Hog1,Hog1F,pre,F,15,70,95,115,NA,3,Ach.mil,5,forb,53,RG,NA
2015,Hogsete,Hog1,Hog1G,pre,G,25,50,60,110,NA,3,Ach.mil,7,forb,40,RG,NA
2015,Hogsete,Hog1,Hog1B,pre,B,22,62,35,80,NA,4,Ach.mil,4,forb,52,RG,NA
2015,Hogsete,Hog1,Hog1GF,pre,GF,30,70,75,70,NA,3,Ach.mil,9,forb,35,RG,NA
2015,Hogsete,Hog1,Hog1GB,pre,GB,25,55,92,55,NA,1,Ach.mil,9,forb,43,RG,NA
2015,Hogsete,Hog1,Hog1FB,pre,FB,35,60,35,85,NA,1,Ach.mil,17,forb,57,RG,NA
2015,Hogsete,Hog1,Hog1FGB,pre,FGB,22,48,95,90,NA,1,Ach.mil,2,forb,53,RG,NA
2015,Hogsete,Hog2,Hog2F,pre,F,60,70,90,123,NA,1,Ach.mil,7,forb,72,RG,NA
2015,Hogsete,Hog2,Hog2B,pre,B,50,50,90,105,NA,1,Ach.mil,5,forb,59,RG,NA
2015,Hogsete,Hog2,Hog2GB,pre,GB,40,80,90,200,NA,5,Ach.mil,6,forb,98,RG,NA
2015,Hogsete,Hog2,Hog2FB,pre,FB,70,70,90,155,NA,2,Ach.mil,7,forb,83,RG,NA
2015,Hogsete,Hog3,Hog3F,pre,F,47,50,80,100,NA,1,Ach.mil,15,forb,52,RG,NA
2015,Hogsete,Hog3,Hog3G,pre,G,42,50,70,100,NA,7,Ach.mil,7,forb,41,RG,NA
2015,Hogsete,Hog3,Hog3B,pre,B,55,50,92,75,NA,1,Ach.mil,12,forb,128.1818181818182,FJ,NA
2015,Hogsete,Hog3,Hog3GF,pre,GF,47,37,75,85,NA,6,Ach.mil,15,forb,51,FJ,NA
2015,Hogsete,Hog3,Hog3GB,pre,GB,30,65,90,95,NA,2,Ach.mil,11,forb,85,FJ,NA
2015,Hogsete,Hog3,Hog3FB,pre,FB,70,30,80,75,NA,1,Ach.mil,12,forb,55,FJ,NA
2015,Hogsete,Hog3,Hog3FGB,pre,FGB,45,34,80,70,NA,3,Ach.mil,10,forb,66,FJ,NA
2015,Hogsete,Hog4,Hog4F,pre,F,48,35,95,68,NA,12,Ach.mil,5,forb,35,FJ,NA
2015,Hogsete,Hog4,Hog4G,pre,G,62,38,80,95,NA,7,Ach.mil,6,forb,46,FJ,NA
2015,Hogsete,Hog4,Hog4GF,pre,GF,60,55,78,100,NA,3,Ach.mil,5,forb,31,FJ,NA
2015,Hogsete,Hog4,Hog4GB,pre,GB,27,52,92,105,NA,3,Ach.mil,2,forb,39,RG,NA
2015,Hogsete,Hog4,Hog4FB,pre,FB,55,32,80,95,NA,4,Ach.mil,4,forb,27,RG,NA
2015,Hogsete,Hog4,Hog4FGB,pre,FGB,25,30,90,75,NA,7,Ach.mil,4,forb,37,FJ,NA
2015,Vikesland,Vik2,Vik2G,pre,G,95,10,55,115,NA,2,Ach.mil,3,forb,14.120833333333334,RG,NA
2015,Vikesland,Vik2,Vik2GF,pre,GF,75,30,70,105,NA,10,Ach.mil,6,forb,35,FJ,NA
2015,Vikesland,Vik2,Vik2FB,pre,FB,15,60,50,70,NA,10,Ach.mil,2,forb,72,FJ,NA
2015,Vikesland,Vik2,Vik2FGB,pre,FGB,52,62,95,105,NA,3,Ach.mil,2,forb,62,RG,NA
2015,Vikesland,Vik3,Vik3F,pre,F,43,35,75,90,NA,3,Ach.mil,5,forb,43,FJ,NA
2015,Vikesland,Vik3,Vik3G,pre,G,20,70,20,120,NA,10,Ach.mil,15,forb,49,FJ,NA
2015,Vikesland,Vik3,Vik3B,pre,B,35,40,70,125,NA,10,Ach.mil,8,forb,66,FJ,NA
2015,Vikesland,Vik3,Vik3GF,pre,GF,20,35,95,115,NA,7,Ach.mil,2,forb,51,FJ,NA
2015,Vikesland,Vik3,Vik3FB,pre,FB,27,55,55,95,NA,5,Ach.mil,10,forb,83,RG,NA
2015,Vikesland,Vik3,Vik3GB,pre,GB,47,42,70,70,NA,5,Ach.mil,9,forb,71,RG,NA
2015,Vikesland,Vik3,Vik3FGB,pre,FGB,55,45,87,100,NA,1,Ach.mil,2,forb,47,RG,NA
2015,Vikesland,Vik4,Vik4B,pre,B,20,80,70,135,NA,2,Ach.mil,2,forb,73.12083333333334,FJ,NA
2015,Vikesland,Vik4,Vik4GF,pre,GF,30,68,85,115,NA,1,Ach.mil,3,forb,66,FJ,NA
2015,Vikesland,Vik4,Vik4GB,pre,GB,37,60,72,120,NA,1,Ach.mil,3,forb,67,RG,NA
2015,Vikesland,Vik4,Vik4FGB,pre,FGB,22,60,65,160,NA,3,Ach.mil,3,forb,86,RG,NA
2015,Vikesland,Vik5,Vik5F,pre,F,60,40,80,130,NA,2,Ach.mil,3,forb,33,RG,NA
2015,Vikesland,Vik5,Vik5G,pre,G,35,35,80,120,NA,2,Ach.mil,2,forb,32,RG,NA
2015,Vikesland,Vik5,Vik5B,pre,B,35,50,75,65,NA,8,Ach.mil,5,forb,56.16842105263158,FJ,NA
2015,Vikesland,Vik5,Vik5GF,pre,GF,35,40,90,125,NA,3,Ach.mil,20,forb,56,FJ,NA
2015,Vikesland,Vik5,Vik5GB,pre,GB,45,35,72,130,NA,2,Ach.mil,7,forb,33,MJ,NA
2015,Vikesland,Vik5,Vik5FB,pre,FB,15,40,90,55,NA,5,Ach.mil,3,forb,64,MJ,NA
2015,Vikesland,Vik5,Vik5FGB,pre,FGB,40,45,80,80,NA,3,Ach.mil,15,forb,58,FJ,NA
2015,Alrust,Alr2,Alr2C,pre,C,90,40,1,197.5,5,NA,Ach.mil,1,forb,56,Siri,31 TTC
2015,Vikesland,Vik4,Vik4C,pre,C,27,70,75,105,40,2,Ach.mil,8,forb,87,Vigdis,141 TTC
2015,Vikesland,Vik3,Vik3C,pre,C,18,80,30,110,32.5,NA,Ach.mil,3.9000000000000004,forb,114.4,Siri,140 TTC
2015,Vikesland,Vik2,Vik2C,pre,C,30,60,50,50,20,NA,Ach.mil,11,forb,60,Vigdis,134 TTC
2015,Vikesland,Vik5,Vik5C,pre,C,50,60,90,90,50,1,Ach.mil,1,forb,57,Kari,146 TTC
2015,Hogsete,Hog1,Hog1C,pre,C,8,65,95,50,50,NA,Ach.mil,24,forb,87,Vigdis,101 TTC
2015,Hogsete,Hog2,Hog2C,pre,C,20,50,85,100,30,NA,Ach.mil,2,forb,58,Vigdis,110 TTC
2015,Hogsete,Hog3,Hog3C,pre,C,35,68,65,60,40,NA,Ach.mil,7,forb,40,Kari,115 TTC
2015,Alrust,Alr3,Alr3C,pre,C,27,67,3,145,0,3,Ach.mil,4,forb,129,Not noted,37 TTC
2015,Gudmedalen,Gud12,Gud12F,pre,F,30,70,5,40,NA,3,Ach.mil,2,forb,84,Ragnhild,NA
2015,Gudmedalen,Gud12,Gud12FB,pre,FB,45,90,3,35,NA,4,Ach.mil,2,forb,124,FOHJ,NA
2015,Gudmedalen,Gud13,Gud13F,pre,F,52,57,15,30,NA,10,Ach.mil,2,forb,75,FOHJ,NA
2015,Gudmedalen,Gud13,Gud13B,pre,B,39,80,4,40,NA,7,Ach.mil,1,forb,156,FOHJ,NA
2015,Gudmedalen,Gud13,Gud13G,pre,G,58,60,8,30,NA,15,Ach.mil,1,forb,83,FOHJ,NA
2015,Gudmedalen,Gud13,Gud13FB,pre,FB,25,85,3,40,NA,3,Ach.mil,1,forb,98,Ragnhild,NA
2015,Gudmedalen,Gud13,Gud13FGB,pre,FGB,25,65,15,35,NA,18,Ach.mil,2,forb,79,Ragnhild,NA
2015,Gudmedalen,Gud5,Gud5F,pre,F,50,48,40,47,NA,40,Ach.mil,4,forb,82,FOHJ,NA
2015,Gudmedalen,Gud5,Gud5G,pre,G,80,65,60,50,NA,20,Ach.mil,6,forb,97,FOHJ,NA
2015,Gudmedalen,Gud5,Gud5B,pre,B,80,47,20,60,NA,50,Ach.mil,12,forb,83,FOHJ,NA
2015,Gudmedalen,Gud5,Gud5GF,pre,GF,76,50,30,60,NA,50,Ach.mil,5,forb,51,FOHJ,NA
2015,Gudmedalen,Gud5,Gud5FB,pre,FB,28,60,15,52,NA,5,Ach.mil,6,forb,65,Ragnhild,NA
2015,Gudmedalen,Gud5,Gud5GB,pre,GB,32,50,5,35,NA,8,Ach.mil,9,forb,81,Ragnhild,NA
2015,Gudmedalen,Gud5,Gud5FGB,pre,FGB,38,57,60,39,NA,15,Ach.mil,5,forb,67,Ragnhild,NA
2015,Gudmedalen,Gud5,Gud5C,pre,C,40,61,12,39,NA,10,Ach.mil,8,forb,63,Ragnhild,NA
2017,Alrust,Alr2,Alr2B,post,B,25,100,NA,182.5,NA,30,Ach.mil,5,forb,133,FJ,NA
2017,Alrust,Alr2,Alr2GB,post,GB,NA,100,NA,102.5,NA,25,Ach.mil,2.8461538461538463,forb,112.84615384615384,FJ,NA
2017,Alrust,Alr2,Alr2C,post,C,80,20,15,147.5,5,NA,Ach.mil,4,forb,78,Vigdis,31 TTC
2017,Alrust,Alr5,Alr5B,post,B,30,80,NA,120,NA,60,Ach.mil,3,forb,95,fj,NA
2017,Alrust,Alr5,Alr5G,post,G,NA,75,30,32.5,17.5,50,Ach.mil,1,forb,79,fj,NA
2017,Alrust,Alr5,Alr5GB,post,GB,NA,75,NA,36.25,NA,50,Ach.mil,3,forb,86,fj,NA
2017,Alrust,Alr5,Alr5C,post,C,25,80,5,138.75,5,15,Ach.mil,1,forb,81,fj,NA
2017,Alrust,Alr1,Alr1GB,post,GB,NA,70,NA,57.5,NA,10,Ach.mil,2,forb,80,LV,NA
2017,Alrust,Alr3,Alr3B,post,B,40,80,NA,87.5,NA,96,Ach.mil,3,forb,95,LV,NA
2017,Alrust,Alr3,Alr3G,post,G,NA,90,5,60,8.6,90,Ach.mil,3,forb,93,LV,NA
2017,Alrust,Alr3,Alr3C,post,C,10,50,5,350,7.5,90,Ach.mil,5,forb,155.69230769230768,Kari,37 TTC
2017,Alrust,Alr3,Alr3GB,post,GB,NA,90,NA,65,NA,78,Ach.mil,4,forb,96,LV,NA
2017,Alrust,Alr1,Alr1B,post,B,10,50,NA,112.5,NA,95,Ach.mil,2,forb,52,LV,NA
2017,Alrust,Alr1,Alr1C,post,C,20,70,5,200,15,90,Ach.mil,1,forb,73,Kari,29 TTC
2017,Fauske,Fau2,Fau2B,post,B,8,85,NA,120,NA,98,Ach.mil,10,forb,87,LV,NA
2017,Fauske,Fau2,Fau2G,post,G,NA,95,0,77.5,4,100,Ach.mil,10,forb,105,LV,NA
2017,Fauske,Fau4,Fau4B,post,B,70,50,NA,75,NA,98,Ach.mil,8,forb,74,LV,NA
2017,Fauske,Fau5,Fau5GB,post,GB,NA,95,NA,92.5,NA,100,Ach.mil,4,forb,100.4,LV,NA
2017,Fauske,Fau4,Fau4GB,post,GB,NA,80,NA,67.5,NA,100,Ach.mil,8,forb,85,LV,NA
2017,Fauske,Fau2,Fau2C,post,C,60,25,40,145,5,100,Ach.mil,15,forb,111,Vigdis,57 TTC
2017,Fauske,Fau5,Fau5G,post,G,NA,95,20,121.25,3.25,20,Ach.mil,2,forb,102.85714285714286,FJ,NA
2017,Fauske,Fau5,Fau5B,post,B,70,50,NA,151.25,NA,65,Ach.mil,3,forb,99,FJ,NA
2017,Fauske,Fau4,Fau4G,post,G,NA,100,50,191.25,5.5,30,Ach.mil,3,forb,149,FJ,NA
2017,Fauske,Fau1,Fau1B,post,B,60,50,NA,141.25,NA,40,Ach.mil,16,forb,82,FJ,NA
2017,Fauske,Fau1,Fau1GB,post,GB,NA,100,NA,152.5,NA,14,Ach.mil,10,forb,134,FJ,NA
2017,Fauske,Fau1,Fau1C,post,C,70,70,60,130,20,NA,Ach.mil,15,forb,62,Kari,51 TTC
2017,Fauske,Fau1,Fau1G,post,G,NA,100,5,140,3.75,20,Ach.mil,10,forb,108,FJ,NA
2017,Fauske,Fau5,Fau5C,post,C,40,75,45,140,13.5,NA,Ach.mil,12,forb,102,Vigdis,73 TTC
2017,Fauske,Fau4,Fau4C,post,C,50,70,10,120,10,NA,Ach.mil,9,forb,83,Kari,68 TTC
2017,Skjelingahaugen,Skj3,Skj3B,post,B,40,45,NA,36.25,NA,10,Ach.mil,1,forb,44,LV,NA
2017,Skjelingahaugen,Skj3,Skj3F,post,F,60,NA,60,20,4.5,3,Ach.mil,1,forb,1,LV,NA
2017,Skjelingahaugen,Skj2,Skj2FB,post,FB,80,NA,NA,45,NA,15,Ach.mil,2,forb,2,LV,NA
2017,Skjelingahaugen,Skj2,Skj2B,post,B,90,60,NA,70,NA,10,Ach.mil,1,forb,69,LV,NA
2017,Skjelingahaugen,Skj4,Skj4C,post,C,50,65,40,52.5,12.5,6,Ach.mil,1,forb,77,FJ,NA
2017,Hogsete,Hog4,Hog4C,post,C,75,30,80,110,17.5,5,Ach.mil,1,forb,32,FJ,NA
2017,Hogsete,Hog4,Hog4B,post,B,80,25,NA,93.75,NA,55,Ach.mil,2,forb,30,FJ,NA
2017,Hogsete,Hog1,Hog1C,post,C,17,12,95,97.5,60,NA,Ach.mil,9,forb,63,Vigdis,101 TTC
2017,Hogsete,Hog1,Hog1B,post,B,60,60,NA,95,NA,19,Ach.mil,3,forb,67,FJ,NA
2017,Hogsete,Hog2,Hog2C,post,C,60,15,80,140,80,NA,Ach.mil,2,forb,43,Kari,110 TTC
2017,Hogsete,Hog4,Hog4G,post,G,NA,20,99,41.25,17.5,1,Ach.mil,1,forb,20,FJ,NA
2017,Hogsete,Hog3,Hog3B,post,B,90,20,NA,101.25,NA,50,Ach.mil,1,forb,18,FJ,NA
2017,Hogsete,Hog3,Hog3C,post,C,25,40,85,57.5,31.299999999999997,NA,Ach.mil,9,forb,72,Vigdis,115 TTC
2017,Hogsete,Hog2,Hog2GB,post,GB,NA,27,NA,35,NA,88,Ach.mil,3,forb,41.63636363636364,FJ,NA
2017,Hogsete,Hog1,Hog1GB,post,GB,NA,65,NA,37.5,NA,100,Ach.mil,12,forb,51,LV,NA
2017,Hogsete,Hog1,Hog1G,post,G,NA,40,100,45,27.5,1,Ach.mil,3,forb,36,LV,NA
2017,Hogsete,Hog4,Hog4GB,post,GB,NA,90,NA,62.5,NA,100,Ach.mil,7,forb,90,LV,NA
2017,Hogsete,Hog3,Hog3GB,post,GB,NA,80,NA,35,NA,100,Ach.mil,8,forb,86,LV,NA
2017,Hogsete,Hog3,Hog3G,post,G,NA,50,97,35,23.75,3,Ach.mil,4,forb,65,LV,NA
2017,Hogsete,Hog2,Hog2B,post,B,80,8,NA,115,NA,95,Ach.mil,1,forb,9,LV,NA
2017,Vikesland,Vik3,Vik3GB,post,GB,NA,75,NA,65,NA,25,Ach.mil,8,forb,60,LV,NA
2017,Vikesland,Vik4,Vik4C,post,C,40,80,80,130,35,NA,Ach.mil,2,forb,96,Vigdis,141 TTC
2017,Vikesland,Vik5,Vik5GB,post,GB,NA,70,NA,72.5,NA,20,Ach.mil,30,forb,70.1,LV,NA
2017,Vikesland,Vik2,Vik2C,post,C,45,60,60,160,30,NA,Ach.mil,7,forb,77,Kari,134 TTC
2017,Vikesland,Vik2,Vik2G,post,G,NA,40,98,46.25,18.75,2,Ach.mil,4,forb,36,FJ,NA
2017,Vikesland,Vik2,Vik2GB,post,GB,NA,40,NA,66.25,NA,75,Ach.mil,2,forb,59,FJ,NA
2017,Vikesland,Vik2,Vik2B,post,B,85,20,NA,115,NA,80,Ach.mil,5.538461538461538,forb,26.53846153846154,FJ,NA
2017,Vikesland,Vik4,Vik4GB,post,GB,NA,80,NA,65,NA,40,Ach.mil,2,forb,76,FJ,NA
2017,Vikesland,Vik3,Vik3C,post,C,60,45,75,92.5,17.5,NA,Ach.mil,3,forb,98,Vigdis,140 TTC
2017,Vikesland,Vik3,Vik3B,post,B,70,35,NA,112.5,NA,7,Ach.mil,3,forb,48,FJ,NA
2017,Vikesland,Vik3,Vik3G,post,G,NA,70,95,73.75,27.5,2,Ach.mil,2,forb,72,FJ,NA
2017,Vikesland,Vik5,Vik5G,post,G,NA,28,100,63.75,42.5,5,Ach.mil,4,forb,45,FJ,NA
2017,Vikesland,Vik5,Vik5B,post,B,55,35,NA,82.5,NA,25,Ach.mil,2,forb,48,FJ,NA
2017,Gudmedalen,Gud5,Gud5B,post,B,50,60,NA,86.25,NA,25,Ach.mil,4,forb,73,FJ,NA
2017,Gudmedalen,Gud5,Gud5C,post,C,40,80,10,77.5,2.5,10,Ach.mil,5,forb,96,FJ,NA
2017,Gudmedalen,Gud5,Gud5GB,post,GB,NA,75,NA,33.75,NA,25,Ach.mil,10,forb,115,FJ,NA
2017,Gudmedalen,Gud5,Gud5G,post,G,NA,75,80,32.5,11.25,10,Ach.mil,4,forb,113,FJ,NA
2017,Vikesland,Vik5,Vik5C,post,C,45,60,40,40,120,NA,Ach.mil,3,forb,64,Kari,146 TTC
2017,Rambera,Ram4,Ram4GB,post,GB,NA,75,NA,100,NA,15,Ach.mil,7,forb,83,FJ,NA
2017,Rambera,Ram4,Ram4C,post,C,85,30,90,85,20,NA,Ach.mil,1,forb,56,Vigdis,194 TTC
2017,Rambera,Ram4,Ram4G,post,G,NA,35,80,36.25,22.5,1,Ach.mil,15,forb,45,LV,NA
2017,Rambera,Ram4,Ram4B,post,B,50,20,NA,152.5,NA,90,Ach.mil,7,forb,27,LV,NA
2017,Rambera,Ram8,Ram8G,post,G,NA,80,75,40,12.5,NA,Ach.mil,5,forb,84,FJ,NA
2018,Alrust,Alr2,Alr2B,post,B,55,65,NA,228.75,NA,88,Ach.mil,1,forb,61,SB/FJ,NA
2018,Alrust,Alr2,Alr2GB,post,GB,NA,42,NA,78.375,NA,35,Ach.mil,1,forb,49,SB,NA
2018,Alrust,Alr2,Alr2C,post,C,40,65,1,184.25,NA,70,Ach.mil,11,forb,71,SB/FJ,NA
