siteID,blockID,treatment,plotID,burial_length,elements,value,detection_limit,burial_date,retrieval_date,notes
Lavisdalen,Lav2,C,Lav2C,36,Ca,1202.71,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav2,C,Lav2C,36,Mg,389.61,4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav2,C,Lav2C,36,K,102.86,4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav2,C,Lav2C,36,P,3.9,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav2,C,Lav2C,36,Fe,1.05,0.4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav2,C,Lav2C,36,Mn,0.71,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav2,C,Lav2C,36,Zn,1.6,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav2,C,Lav2C,36,S,30.28,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav2,C,Lav2C,36,Al,7.97,0.4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FB,Lav3FB,36,NO3-N,5.12,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FB,Lav3FB,36,NH4-N,11.02,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FB,Lav3FB,36,Ca,294.31,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FB,Lav3FB,36,Mg,69.6,4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FB,Lav3FB,36,K,48.98,4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FB,Lav3FB,36,P,1.6,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FB,Lav3FB,36,Fe,1.46,0.4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FB,Lav3FB,36,Mn,0.43,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FB,Lav3FB,36,Zn,0.44,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FB,Lav3FB,36,S,14.7,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FB,Lav3FB,36,Al,5.35,0.4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GB,Lav3GB,36,NO3-N,4.68,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GB,Lav3GB,36,NH4-N,16.84,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GB,Lav3GB,36,Ca,1073.63,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GB,Lav3GB,36,Mg,315.95,4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GB,Lav3GB,36,K,553.47,4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GB,Lav3GB,36,P,1.04,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GB,Lav3GB,36,Fe,3.09,0.4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GB,Lav3GB,36,Mn,1.05,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GB,Lav3GB,36,Zn,0.64,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GB,Lav3GB,36,B,1.02,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GB,Lav3GB,36,S,15.25,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GB,Lav3GB,36,Al,29.09,0.4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GF,Lav3GF,36,NO3-N,5.2,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GF,Lav3GF,36,Ca,278.18,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GF,Lav3GF,36,Mg,74.69,4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GF,Lav3GF,36,K,81.77,4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GF,Lav3GF,36,P,0.67,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GF,Lav3GF,36,Fe,1.83,0.4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GF,Lav3GF,36,Mn,0.38,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GF,Lav3GF,36,Zn,0.34,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GF,Lav3GF,36,B,0.7,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GF,Lav3GF,36,S,17.73,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,GF,Lav3GF,36,Al,14.24,0.4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FGB,Lav3FGB,36,NO3-N,5.76,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FGB,Lav3FGB,36,NH4-N,2.36,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FGB,Lav3FGB,36,Ca,167.7,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FGB,Lav3FGB,36,Mg,49.19,4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FGB,Lav3FGB,36,K,42.56,4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FGB,Lav3FGB,36,P,0.94,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FGB,Lav3FGB,36,Fe,2.02,0.4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FGB,Lav3FGB,36,Mn,0.34,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FGB,Lav3FGB,36,Zn,0.29,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FGB,Lav3FGB,36,S,11.09,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,FGB,Lav3FGB,36,Al,5.88,0.4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,C,Lav3C,36,NO3-N,4.48,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,C,Lav3C,36,NH4-N,7.32,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,C,Lav3C,36,Ca,715.81,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,C,Lav3C,36,Mg,151.41,4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,C,Lav3C,36,K,105.31,4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,C,Lav3C,36,P,1.6,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,C,Lav3C,36,Fe,2.59,0.4,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,C,Lav3C,36,Mn,1.03,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,C,Lav3C,36,Zn,0.64,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,C,Lav3C,36,B,3.71,0.2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,C,Lav3C,36,S,17.43,2,2021-08-03,2021-09-08,NA
Lavisdalen,Lav3,C,Lav3C,36,Al,30.33,0.4,2021-08-03,2021-09-08,NA
Gudmedalen,Gud5,FB,Gud5FB,35,NO3-N,5.18,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,FB,Gud5FB,35,Ca,1383.37,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,FB,Gud5FB,35,Mg,513.01,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,FB,Gud5FB,35,K,120.37,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,FB,Gud5FB,35,P,2.23,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,FB,Gud5FB,35,Fe,2.24,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,FB,Gud5FB,35,Mn,0.91,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,FB,Gud5FB,35,Zn,0.88,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,FB,Gud5FB,35,B,0.54,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,FB,Gud5FB,35,S,31.49,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,FB,Gud5FB,35,Al,19.36,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GB,Gud5GB,35,NO3-N,4.3,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GB,Gud5GB,35,NH4-N,6.88,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GB,Gud5GB,35,Ca,539.32,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GB,Gud5GB,35,Mg,264.85,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GB,Gud5GB,35,K,182.43,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GB,Gud5GB,35,P,1.49,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GB,Gud5GB,35,Fe,1.92,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GB,Gud5GB,35,Mn,1.76,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GB,Gud5GB,35,Zn,1.21,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GB,Gud5GB,35,S,20.4,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GB,Gud5GB,35,Al,6.99,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GF,Gud5GF,35,NO3-N,3.46,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GF,Gud5GF,35,Ca,551.31,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GF,Gud5GF,35,Mg,218.05,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GF,Gud5GF,35,K,92.14,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GF,Gud5GF,35,P,2.46,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GF,Gud5GF,35,Fe,1.66,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GF,Gud5GF,35,Mn,0.61,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GF,Gud5GF,35,Zn,0.69,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GF,Gud5GF,35,S,13.97,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,GF,Gud5GF,35,Al,6.35,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,FGB,Gud5FGB,35,NO3-N,3.13,2,2021-08-03,2021-09-07,Broken plastic and resine purple probe
Gudmedalen,Gud5,FGB,Gud5FGB,35,Ca,1127.79,2,2021-08-03,2021-09-07,Broken plastic and resine purple probe
Gudmedalen,Gud5,FGB,Gud5FGB,35,Mg,381.59,4,2021-08-03,2021-09-07,Broken plastic and resine purple probe
Gudmedalen,Gud5,FGB,Gud5FGB,35,K,80.51,4,2021-08-03,2021-09-07,Broken plastic and resine purple probe
Gudmedalen,Gud5,FGB,Gud5FGB,35,P,2.72,0.2,2021-08-03,2021-09-07,Broken plastic and resine purple probe
Gudmedalen,Gud5,FGB,Gud5FGB,35,Fe,3.85,0.4,2021-08-03,2021-09-07,Broken plastic and resine purple probe
Gudmedalen,Gud5,FGB,Gud5FGB,35,Mn,1.04,0.2,2021-08-03,2021-09-07,Broken plastic and resine purple probe
Gudmedalen,Gud5,FGB,Gud5FGB,35,Zn,0.84,0.2,2021-08-03,2021-09-07,Broken plastic and resine purple probe
Gudmedalen,Gud5,FGB,Gud5FGB,35,B,0.9,0.2,2021-08-03,2021-09-07,Broken plastic and resine purple probe
Gudmedalen,Gud5,FGB,Gud5FGB,35,S,21.01,2,2021-08-03,2021-09-07,Broken plastic and resine purple probe
Gudmedalen,Gud5,FGB,Gud5FGB,35,Al,18.64,0.4,2021-08-03,2021-09-07,Broken plastic and resine purple probe
Gudmedalen,Gud5,C,Gud5C,35,NO3-N,3.78,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,C,Gud5C,35,Ca,882.71,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,C,Gud5C,35,Mg,359.18,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,C,Gud5C,35,K,222.04,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,C,Gud5C,35,P,1.85,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,C,Gud5C,35,Fe,2.55,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,C,Gud5C,35,Mn,1.26,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,C,Gud5C,35,Zn,0.86,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,C,Gud5C,35,B,0.71,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,C,Gud5C,35,S,28.64,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud5,C,Gud5C,35,Al,20.81,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,FB,Gud12FB,35,NO3-N,5.32,2,2021-08-03,2021-09-07,Broken plastic purple probe
Gudmedalen,Gud12,FB,Gud12FB,35,NH4-N,5.14,2,2021-08-03,2021-09-07,Broken plastic purple probe
Gudmedalen,Gud12,FB,Gud12FB,35,Ca,2270.6,2,2021-08-03,2021-09-07,Broken plastic purple probe
Gudmedalen,Gud12,FB,Gud12FB,35,Mg,615.36,4,2021-08-03,2021-09-07,Broken plastic purple probe
Gudmedalen,Gud12,FB,Gud12FB,35,K,30.44,4,2021-08-03,2021-09-07,Broken plastic purple probe
Gudmedalen,Gud12,FB,Gud12FB,35,P,1.9,0.2,2021-08-03,2021-09-07,Broken plastic purple probe
Gudmedalen,Gud12,FB,Gud12FB,35,Fe,2.15,0.4,2021-08-03,2021-09-07,Broken plastic purple probe
Gudmedalen,Gud12,FB,Gud12FB,35,Mn,0.76,0.2,2021-08-03,2021-09-07,Broken plastic purple probe
Gudmedalen,Gud12,FB,Gud12FB,35,Zn,0.51,0.2,2021-08-03,2021-09-07,Broken plastic purple probe
Gudmedalen,Gud12,FB,Gud12FB,35,B,1.12,0.2,2021-08-03,2021-09-07,Broken plastic purple probe
Gudmedalen,Gud12,FB,Gud12FB,35,S,28.47,2,2021-08-03,2021-09-07,Broken plastic purple probe
Gudmedalen,Gud12,FB,Gud12FB,35,Al,22,0.4,2021-08-03,2021-09-07,Broken plastic purple probe
Gudmedalen,Gud12,GB,Gud12GB,35,NO3-N,4.26,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GB,Gud12GB,35,Ca,366.11,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GB,Gud12GB,35,Mg,123.5,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GB,Gud12GB,35,K,68.32,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GB,Gud12GB,35,P,2.01,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GB,Gud12GB,35,Fe,0.91,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GB,Gud12GB,35,Mn,0.35,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GB,Gud12GB,35,Zn,0.39,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GB,Gud12GB,35,S,12.2,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GB,Gud12GB,35,Al,6.16,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GF,Gud12GF,35,NO3-N,7.58,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GF,Gud12GF,35,NH4-N,4.68,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GF,Gud12GF,35,Ca,1439.01,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GF,Gud12GF,35,Mg,436.41,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GF,Gud12GF,35,K,30.46,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GF,Gud12GF,35,P,0.63,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GF,Gud12GF,35,Fe,1.31,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GF,Gud12GF,35,Mn,0.29,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GF,Gud12GF,35,Zn,0.71,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GF,Gud12GF,35,B,0.72,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GF,Gud12GF,35,S,18.65,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,GF,Gud12GF,35,Al,12.86,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,FGB,Gud12FGB,35,NO3-N,5.04,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,FGB,Gud12FGB,35,Ca,656.51,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,FGB,Gud12FGB,35,Mg,226.04,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,FGB,Gud12FGB,35,K,49.23,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,FGB,Gud12FGB,35,P,0.25,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,FGB,Gud12FGB,35,Fe,1.07,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,FGB,Gud12FGB,35,Mn,0.38,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,FGB,Gud12FGB,35,Zn,0.3,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,FGB,Gud12FGB,35,B,0.66,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,FGB,Gud12FGB,35,S,18.19,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,FGB,Gud12FGB,35,Al,14.41,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,C,Gud12C,35,NO3-N,5.76,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,C,Gud12C,35,Ca,1739.69,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,C,Gud12C,35,Mg,509.15,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,C,Gud12C,35,K,52.06,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,C,Gud12C,35,P,0.45,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,C,Gud12C,35,Fe,0.99,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,C,Gud12C,35,Mn,0.28,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,C,Gud12C,35,Cu,0.24,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,C,Gud12C,35,Zn,0.33,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,C,Gud12C,35,S,15.88,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,C,Gud12C,35,Pb,0.27,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud12,C,Gud12C,35,Al,8.86,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FB,Gud13FB,35,NO3-N,6.9,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FB,Gud13FB,35,Ca,1172.37,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FB,Gud13FB,35,Mg,373.06,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FB,Gud13FB,35,K,116.51,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FB,Gud13FB,35,P,0.91,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FB,Gud13FB,35,Fe,1.4,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FB,Gud13FB,35,Mn,0.31,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FB,Gud13FB,35,Zn,0.32,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FB,Gud13FB,35,S,18.46,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FB,Gud13FB,35,Al,7.69,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,NO3-N,8.38,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,NH4-N,3.4,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,Ca,776.05,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,Mg,237.63,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,K,152.71,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,P,2.01,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,Fe,1.63,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,Mn,0.98,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,Cu,0.21,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,Zn,0.64,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,B,0.66,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,S,20.03,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GB,Gud13GB,35,Al,18.25,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GF,Gud13GF,35,NO3-N,6.22,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GF,Gud13GF,35,NH4-N,2.02,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GF,Gud13GF,35,Ca,755.05,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GF,Gud13GF,35,Mg,233.83,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GF,Gud13GF,35,K,74.01,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GF,Gud13GF,35,P,0.83,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GF,Gud13GF,35,Fe,0.9,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GF,Gud13GF,35,Mn,0.34,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GF,Gud13GF,35,Zn,0.3,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GF,Gud13GF,35,S,21.07,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,GF,Gud13GF,35,Al,7.44,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FGB,Gud13FGB,35,NO3-N,8.76,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FGB,Gud13FGB,35,Ca,1331.51,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FGB,Gud13FGB,35,Mg,374.69,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FGB,Gud13FGB,35,K,80.16,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FGB,Gud13FGB,35,P,0.64,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FGB,Gud13FGB,35,Fe,0.82,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FGB,Gud13FGB,35,Mn,0.23,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FGB,Gud13FGB,35,Zn,0.28,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FGB,Gud13FGB,35,S,15.17,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,FGB,Gud13FGB,35,Al,7.78,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,C,Gud13C,35,NO3-N,4.8,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,C,Gud13C,35,Ca,978.7,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,C,Gud13C,35,Mg,288.27,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,C,Gud13C,35,K,188.71,4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,C,Gud13C,35,P,0.8,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,C,Gud13C,35,Fe,1.19,0.4,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,C,Gud13C,35,Mn,0.68,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,C,Gud13C,35,Zn,0.37,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,C,Gud13C,35,S,26.45,2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,C,Gud13C,35,Pb,0.26,0.2,2021-08-03,2021-09-07,NA
Gudmedalen,Gud13,C,Gud13C,35,Al,8.23,0.4,2021-08-03,2021-09-07,NA
Skjelingahaugen,Skj1,FB,Skj1FB,35,NO3-N,5.62,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FB,Skj1FB,35,NH4-N,9.4,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FB,Skj1FB,35,Ca,1695.11,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FB,Skj1FB,35,Mg,49.26,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FB,Skj1FB,35,K,146.32,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FB,Skj1FB,35,P,1.14,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FB,Skj1FB,35,Fe,2.24,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FB,Skj1FB,35,Mn,1.84,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FB,Skj1FB,35,Zn,0.92,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FB,Skj1FB,35,S,43.11,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FB,Skj1FB,35,Pb,1.07,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FB,Skj1FB,35,Al,7.77,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GB,Skj1GB,35,NO3-N,5.22,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GB,Skj1GB,35,Ca,2562.17,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GB,Skj1GB,35,Mg,43.77,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GB,Skj1GB,35,K,13.31,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GB,Skj1GB,35,P,2.11,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GB,Skj1GB,35,Fe,1.98,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GB,Skj1GB,35,Mn,0.74,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GB,Skj1GB,35,Zn,0.56,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GB,Skj1GB,35,S,30.64,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GB,Skj1GB,35,Pb,0.96,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GB,Skj1GB,35,Al,7.36,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GF,Skj1GF,35,NO3-N,8.62,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GF,Skj1GF,35,NH4-N,8.54,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GF,Skj1GF,35,Ca,1726.16,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GF,Skj1GF,35,Mg,44.86,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GF,Skj1GF,35,K,108.15,4,2021-08-02,2021-09-06,NA
