siteID,blockID,treatment,plotID,burial_length,elements,value,detection_limit,burial_date,retrieval_date,notes
Skjelingahaugen,Skj1,GF,Skj1GF,35,P,0.67,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GF,Skj1GF,35,Fe,1.06,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GF,Skj1GF,35,Mn,0.59,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GF,Skj1GF,35,Zn,0.47,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GF,Skj1GF,35,S,23.15,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GF,Skj1GF,35,Pb,0.38,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,GF,Skj1GF,35,Al,7.1,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FGB,Skj1FGB,35,NO3-N,6.86,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FGB,Skj1FGB,35,Ca,417.02,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FGB,Skj1FGB,35,Mg,17.09,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FGB,Skj1FGB,35,K,39.81,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FGB,Skj1FGB,35,P,2.21,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FGB,Skj1FGB,35,Fe,1.9,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FGB,Skj1FGB,35,Mn,0.51,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FGB,Skj1FGB,35,Zn,0.52,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FGB,Skj1FGB,35,S,9.27,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FGB,Skj1FGB,35,Pb,0.33,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,FGB,Skj1FGB,35,Al,6.81,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,C,Skj1C,35,NO3-N,3.32,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,C,Skj1C,35,Ca,1761.77,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,C,Skj1C,35,Mg,73.13,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,C,Skj1C,35,K,26.21,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,C,Skj1C,35,P,0.79,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,C,Skj1C,35,Fe,1.38,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,C,Skj1C,35,Mn,1.02,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,C,Skj1C,35,Zn,0.5,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,C,Skj1C,35,S,25.71,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,C,Skj1C,35,Pb,0.41,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj1,C,Skj1C,35,Al,9.83,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,FB,Skj2FB,35,NO3-N,2.06,2,2021-08-02,2021-09-06,Broken plastic purple probe
Skjelingahaugen,Skj2,FB,Skj2FB,35,NH4-N,6.98,2,2021-08-02,2021-09-06,Broken plastic purple probe
Skjelingahaugen,Skj2,FB,Skj2FB,35,Ca,1095.78,2,2021-08-02,2021-09-06,Broken plastic purple probe
Skjelingahaugen,Skj2,FB,Skj2FB,35,Mg,41.18,4,2021-08-02,2021-09-06,Broken plastic purple probe
Skjelingahaugen,Skj2,FB,Skj2FB,35,K,277.51,4,2021-08-02,2021-09-06,Broken plastic purple probe
Skjelingahaugen,Skj2,FB,Skj2FB,35,P,0.84,0.2,2021-08-02,2021-09-06,Broken plastic purple probe
Skjelingahaugen,Skj2,FB,Skj2FB,35,Fe,2.68,0.4,2021-08-02,2021-09-06,Broken plastic purple probe
Skjelingahaugen,Skj2,FB,Skj2FB,35,Mn,1.32,0.2,2021-08-02,2021-09-06,Broken plastic purple probe
Skjelingahaugen,Skj2,FB,Skj2FB,35,Zn,1.05,0.2,2021-08-02,2021-09-06,Broken plastic purple probe
Skjelingahaugen,Skj2,FB,Skj2FB,35,B,1.46,0.2,2021-08-02,2021-09-06,Broken plastic purple probe
Skjelingahaugen,Skj2,FB,Skj2FB,35,S,22.55,2,2021-08-02,2021-09-06,Broken plastic purple probe
Skjelingahaugen,Skj2,FB,Skj2FB,35,Al,21.55,0.4,2021-08-02,2021-09-06,Broken plastic purple probe
Skjelingahaugen,Skj2,GB,Skj2GB,35,NH4-N,5.08,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GB,Skj2GB,35,Ca,967.72,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GB,Skj2GB,35,Mg,67.02,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GB,Skj2GB,35,K,158.51,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GB,Skj2GB,35,P,2.08,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GB,Skj2GB,35,Fe,2.13,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GB,Skj2GB,35,Mn,1.43,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GB,Skj2GB,35,Zn,0.82,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GB,Skj2GB,35,S,20.42,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GB,Skj2GB,35,Al,8.17,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GF,Skj2GF,35,Ca,913.37,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GF,Skj2GF,35,Mg,60.21,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GF,Skj2GF,35,K,41,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GF,Skj2GF,35,P,6.14,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GF,Skj2GF,35,Fe,2.04,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GF,Skj2GF,35,Mn,0.72,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GF,Skj2GF,35,Zn,0.81,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GF,Skj2GF,35,S,25.2,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,GF,Skj2GF,35,Al,6.69,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,FGB,Skj2FGB,35,NO3-N,2.3,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,FGB,Skj2FGB,35,Ca,876.62,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,FGB,Skj2FGB,35,Mg,28,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,FGB,Skj2FGB,35,K,45.59,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,FGB,Skj2FGB,35,P,1.37,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,FGB,Skj2FGB,35,Fe,1.97,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,FGB,Skj2FGB,35,Mn,1.02,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,FGB,Skj2FGB,35,Zn,0.68,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,FGB,Skj2FGB,35,S,21.06,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,FGB,Skj2FGB,35,Al,7.31,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,C,Skj2C,35,NO3-N,3.12,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,C,Skj2C,35,Ca,1087.74,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,C,Skj2C,35,Mg,80.25,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,C,Skj2C,35,K,31.55,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,C,Skj2C,35,P,1.24,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,C,Skj2C,35,Fe,1.89,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,C,Skj2C,35,Mn,0.94,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,C,Skj2C,35,Zn,0.63,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,C,Skj2C,35,S,13.84,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj2,C,Skj2C,35,Al,8.32,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FB,Skj3FB,35,Ca,1176.32,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FB,Skj3FB,35,Mg,33.19,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FB,Skj3FB,35,K,79.42,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FB,Skj3FB,35,P,5.5,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FB,Skj3FB,35,Fe,1.98,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FB,Skj3FB,35,Mn,0.56,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FB,Skj3FB,35,Zn,0.8,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FB,Skj3FB,35,S,30.78,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FB,Skj3FB,35,Al,8.03,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GB,Skj3GB,35,NH4-N,3.68,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GB,Skj3GB,35,Ca,549.26,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GB,Skj3GB,35,Mg,91.06,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GB,Skj3GB,35,K,95.01,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GB,Skj3GB,35,P,0.89,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GB,Skj3GB,35,Fe,2.61,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GB,Skj3GB,35,Mn,1.62,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GB,Skj3GB,35,Zn,1.23,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GB,Skj3GB,35,S,12.62,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GB,Skj3GB,35,Al,7.46,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GF,Skj3GF,35,Ca,1052.2,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GF,Skj3GF,35,Mg,123.58,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GF,Skj3GF,35,K,102.99,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GF,Skj3GF,35,P,0.79,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GF,Skj3GF,35,Fe,2.69,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GF,Skj3GF,35,Mn,1.34,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GF,Skj3GF,35,Zn,1.95,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GF,Skj3GF,35,S,26.41,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,GF,Skj3GF,35,Al,9.26,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FGB,Skj3FGB,35,NO3-N,4.62,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FGB,Skj3FGB,35,Ca,1516.73,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FGB,Skj3FGB,35,Mg,73.11,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FGB,Skj3FGB,35,K,61.49,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FGB,Skj3FGB,35,P,7.6,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FGB,Skj3FGB,35,Fe,3.74,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FGB,Skj3FGB,35,Mn,0.64,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FGB,Skj3FGB,35,Zn,1.34,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FGB,Skj3FGB,35,B,0.97,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FGB,Skj3FGB,35,S,19.83,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,FGB,Skj3FGB,35,Al,19.62,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,C,Skj3C,35,Ca,1542.02,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,C,Skj3C,35,Mg,55.51,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,C,Skj3C,35,K,133.35,4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,C,Skj3C,35,P,3.9,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,C,Skj3C,35,Fe,3.9,0.4,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,C,Skj3C,35,Mn,2.35,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,C,Skj3C,35,Zn,1.02,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,C,Skj3C,35,B,0.51,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,C,Skj3C,35,S,23.95,2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,C,Skj3C,35,Pb,0.32,0.2,2021-08-02,2021-09-06,NA
Skjelingahaugen,Skj3,C,Skj3C,35,Al,15.39,0.4,2021-08-02,2021-09-06,NA
Alrust,Alr1,FB,Alr1FB,36,NO3-N,14.38,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FB,Alr1FB,36,NH4-N,46.28,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FB,Alr1FB,36,Ca,597.64,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FB,Alr1FB,36,Mg,108.33,4,2021-08-04,2021-09-09,NA
Alrust,Alr1,FB,Alr1FB,36,K,373.52,4,2021-08-04,2021-09-09,NA
Alrust,Alr1,FB,Alr1FB,36,P,3.09,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FB,Alr1FB,36,Fe,1.97,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr1,FB,Alr1FB,36,Mn,4.75,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FB,Alr1FB,36,Zn,4.22,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FB,Alr1FB,36,S,11.51,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FB,Alr1FB,36,Al,7.76,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr1,GB,Alr1GB,36,NO3-N,34.14,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GB,Alr1GB,36,NH4-N,15.04,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GB,Alr1GB,36,Ca,1045.74,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GB,Alr1GB,36,Mg,181.42,4,2021-08-04,2021-09-09,NA
Alrust,Alr1,GB,Alr1GB,36,K,1002.54,4,2021-08-04,2021-09-09,NA
Alrust,Alr1,GB,Alr1GB,36,P,7.34,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GB,Alr1GB,36,Fe,2.43,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr1,GB,Alr1GB,36,Mn,7.47,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GB,Alr1GB,36,Zn,4.39,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GB,Alr1GB,36,S,31.93,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GB,Alr1GB,36,Al,13.69,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr1,GF,Alr1GF,36,NO3-N,12.02,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GF,Alr1GF,36,NH4-N,4.74,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GF,Alr1GF,36,Ca,664.58,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GF,Alr1GF,36,Mg,149.43,4,2021-08-04,2021-09-09,NA
Alrust,Alr1,GF,Alr1GF,36,K,555.09,4,2021-08-04,2021-09-09,NA
Alrust,Alr1,GF,Alr1GF,36,P,4.36,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GF,Alr1GF,36,Fe,2.09,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr1,GF,Alr1GF,36,Mn,5.83,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GF,Alr1GF,36,Zn,1.54,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GF,Alr1GF,36,S,19.94,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,GF,Alr1GF,36,Al,7.35,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr1,FGB,Alr1FGB,36,NO3-N,9.34,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FGB,Alr1FGB,36,NH4-N,15,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FGB,Alr1FGB,36,Ca,552,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FGB,Alr1FGB,36,Mg,114.76,4,2021-08-04,2021-09-09,NA
Alrust,Alr1,FGB,Alr1FGB,36,K,438.36,4,2021-08-04,2021-09-09,NA
Alrust,Alr1,FGB,Alr1FGB,36,P,2.62,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FGB,Alr1FGB,36,Fe,2.34,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr1,FGB,Alr1FGB,36,Mn,3.28,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FGB,Alr1FGB,36,Zn,1.13,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FGB,Alr1FGB,36,B,0.58,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FGB,Alr1FGB,36,S,10.75,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,FGB,Alr1FGB,36,Al,14.89,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr1,C,Alr1C,36,NO3-N,13.66,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,C,Alr1C,36,NH4-N,3.82,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,C,Alr1C,36,Ca,574.08,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,C,Alr1C,36,Mg,107.54,4,2021-08-04,2021-09-09,NA
Alrust,Alr1,C,Alr1C,36,K,955.36,4,2021-08-04,2021-09-09,NA
Alrust,Alr1,C,Alr1C,36,P,3.84,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,C,Alr1C,36,Fe,1.54,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr1,C,Alr1C,36,Mn,3.23,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,C,Alr1C,36,Zn,0.77,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr1,C,Alr1C,36,S,12.47,2,2021-08-04,2021-09-09,NA
Alrust,Alr1,C,Alr1C,36,Al,7.16,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr2,FB,Alr2FB,36,NH4-N,2.1,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FB,Alr2FB,36,Ca,960.98,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FB,Alr2FB,36,Mg,134.16,4,2021-08-04,2021-09-09,NA
Alrust,Alr2,FB,Alr2FB,36,K,335.22,4,2021-08-04,2021-09-09,NA
Alrust,Alr2,FB,Alr2FB,36,P,5.18,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FB,Alr2FB,36,Fe,3.04,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr2,FB,Alr2FB,36,Mn,3.8,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FB,Alr2FB,36,Zn,1.95,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FB,Alr2FB,36,S,22.33,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FB,Alr2FB,36,Al,12.17,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr2,GB,Alr2GB,36,NH4-N,3.7,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,GB,Alr2GB,36,Ca,533.77,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,GB,Alr2GB,36,Mg,110.61,4,2021-08-04,2021-09-09,NA
Alrust,Alr2,GB,Alr2GB,36,K,365.01,4,2021-08-04,2021-09-09,NA
Alrust,Alr2,GB,Alr2GB,36,P,4.36,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,GB,Alr2GB,36,Fe,4.13,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr2,GB,Alr2GB,36,Mn,7.13,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,GB,Alr2GB,36,Zn,1.57,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,GB,Alr2GB,36,S,23.29,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,GB,Alr2GB,36,Al,9.67,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr2,GF,Alr2GF,36,NO3-N,2.7,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,GF,Alr2GF,36,Ca,472.1,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,GF,Alr2GF,36,Mg,140.67,4,2021-08-04,2021-09-09,NA
Alrust,Alr2,GF,Alr2GF,36,K,324.18,4,2021-08-04,2021-09-09,NA
Alrust,Alr2,GF,Alr2GF,36,P,1.71,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,GF,Alr2GF,36,Fe,4.39,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr2,GF,Alr2GF,36,Mn,4.74,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,GF,Alr2GF,36,Zn,0.95,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,GF,Alr2GF,36,S,18.58,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,GF,Alr2GF,36,Al,8.66,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr2,FGB,Alr2FGB,36,NO3-N,4.4,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FGB,Alr2FGB,36,NH4-N,6.4,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FGB,Alr2FGB,36,Ca,987.39,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FGB,Alr2FGB,36,Mg,155.91,4,2021-08-04,2021-09-09,NA
Alrust,Alr2,FGB,Alr2FGB,36,K,178.34,4,2021-08-04,2021-09-09,NA
Alrust,Alr2,FGB,Alr2FGB,36,P,1.82,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FGB,Alr2FGB,36,Fe,4.19,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr2,FGB,Alr2FGB,36,Mn,2.09,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FGB,Alr2FGB,36,Zn,1.34,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FGB,Alr2FGB,36,B,0.56,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FGB,Alr2FGB,36,S,22.32,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,FGB,Alr2FGB,36,Al,16.55,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr2,C,Alr2C,36,NO3-N,2.58,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,C,Alr2C,36,NH4-N,13,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,C,Alr2C,36,Ca,1361.65,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,C,Alr2C,36,Mg,252.38,4,2021-08-04,2021-09-09,NA
Alrust,Alr2,C,Alr2C,36,K,485.1,4,2021-08-04,2021-09-09,NA
Alrust,Alr2,C,Alr2C,36,P,4.37,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,C,Alr2C,36,Fe,3.83,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr2,C,Alr2C,36,Mn,3.98,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,C,Alr2C,36,Zn,2.34,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,C,Alr2C,36,B,1.38,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr2,C,Alr2C,36,S,15.93,2,2021-08-04,2021-09-09,NA
Alrust,Alr2,C,Alr2C,36,Al,19.02,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr3,FB,Alr3FB,36,NH4-N,3.44,2,2021-08-04,2021-09-09,NA
Alrust,Alr3,FB,Alr3FB,36,Ca,289.15,2,2021-08-04,2021-09-09,NA
Alrust,Alr3,FB,Alr3FB,36,Mg,42.07,4,2021-08-04,2021-09-09,NA
Alrust,Alr3,FB,Alr3FB,36,K,118.91,4,2021-08-04,2021-09-09,NA
Alrust,Alr3,FB,Alr3FB,36,P,5.43,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr3,FB,Alr3FB,36,Fe,3.99,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr3,FB,Alr3FB,36,Mn,4.53,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr3,FB,Alr3FB,36,Zn,1.33,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr3,FB,Alr3FB,36,S,16.47,2,2021-08-04,2021-09-09,NA
Alrust,Alr3,FB,Alr3FB,36,Al,10.14,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr3,GB,Alr3GB,36,NH4-N,2.98,2,2021-08-04,2021-09-09,NA
Alrust,Alr3,GB,Alr3GB,36,Ca,298.22,2,2021-08-04,2021-09-09,NA
Alrust,Alr3,GB,Alr3GB,36,Mg,53.21,4,2021-08-04,2021-09-09,NA
Alrust,Alr3,GB,Alr3GB,36,K,169.48,4,2021-08-04,2021-09-09,NA
Alrust,Alr3,GB,Alr3GB,36,P,9.11,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr3,GB,Alr3GB,36,Fe,4.95,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr3,GB,Alr3GB,36,Mn,4.43,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr3,GB,Alr3GB,36,Zn,1.29,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr3,GB,Alr3GB,36,S,17.46,2,2021-08-04,2021-09-09,NA
Alrust,Alr3,GB,Alr3GB,36,Al,12.2,0.4,2021-08-04,2021-09-09,NA
Alrust,Alr3,GF,Alr3GF,36,NH4-N,2.3,2,2021-08-04,2021-09-09,NA
Alrust,Alr3,GF,Alr3GF,36,Ca,114.82,2,2021-08-04,2021-09-09,NA
Alrust,Alr3,GF,Alr3GF,36,Mg,21.64,4,2021-08-04,2021-09-09,NA
Alrust,Alr3,GF,Alr3GF,36,K,219.37,4,2021-08-04,2021-09-09,NA
Alrust,Alr3,GF,Alr3GF,36,P,4.05,0.2,2021-08-04,2021-09-09,NA
Alrust,Alr3,GF,Alr3GF,36,Fe,3.49,0.4,2021-08-04,2021-09-09,NA
